On-Off Premise,Supplier,Brand,Brand Family,Product Num,Product Name,Package,Customer ID,Customer Name,Shipping Address,Buyer Count   2025/1,Units   2025/1,Buyer Count   2025/2,Units   2025/2,Buyer Count   2025/3,Units   2025/3,Buyer Count   2025/4,Units   2025/4,Buyer Count   2025/5,Units   2025/5,Buyer Count   2025/6,Units   2025/6,Buyer Count   2025/7,Units   2025/7,Buyer Count   2025/8,Units   2025/8,Buyer Count   2025/9,Units   2025/9,Buyer Count   2025/10,Units   2025/10,Buyer Count   2025/11,Units   2025/11,Buyer Count   2025/12,Units   2025/12,Buyer Count   2026/1,Units   2026/1,Buyer Count   2026/2,Units   2026/2,Buyer Count   2026/3,Units   2026/3,Buyer Count   2026/4,Units   2026/4,Buyer Count   2026/5,Units   2026/5,Buyer Count   2026/6,Units   2026/6,Buyer Count   2026/7,Units   2026/7
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,61004,Andiamo,23 Hardenburgh Ave,,,1.00,3.00,1.00,3.00,1.00,3.00,,,,,,,,,,,1.00,1.00,,,,,1.00,1.00,,,1.00,6.00,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Green River Wheated,Bardstown Green River,201054,Green River Wheated 1/750 mL,1/750ML,190214,Johnnie's Tavern,301 Boonton Ave,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,
On Premise,Local Choice Inc,Striped Pig Select Cask Strength,Striped Pig,200364,Striped Pig Select Cask Strength 1/750 mL Btl,1/6/750 mL (BO),80027,Ridgewood Country Club,96 W Midland Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,
On Premise,Paradisse Spirits LLC,Paradisse Fassionola Liqueur,Paradisse,100923,Paradisse Fassionola Liqueur 6/750 mL Btl,1/6/750 mL (BO),33005,La Havana 59,110 Moonachie Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,
On Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200314,Pride & Clarke Vodka 1/12/750 mL Btl,1/12/750ml Btl,20131,El Fogon Rest,475 Union Avenue,,,,,,,,,,,1.00,1.00,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,25083,Rutt's Hut (A),417 River Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,1.00,1.00,1.00,1.00,1.00,1.00
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Bottle-In-Bond,Bardstown Bourbon,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,59001,ORA,304 Kinderkamack Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00,1.00,14.00
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,63002,Alpine C.C. (Z),80 Anderson Ave,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Bottle-In-Bond,Bardstown Bourbon,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,24054,Upper Montclair Cc (A),177 Hepburn Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,
On Premise,Prestige,Amethystos Red,Greek Wines,200351,Amethystos Red 12/750 mL,1/12/750ml Btl,31036,Eros Cafe,168 Union Ave,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,1.00,1.00,1.00,2.00
On Premise,Bardstown Bourbon Co,Green River Bourbon 250th Army Anniversary,Bardstown Green River,201072,Green River Bourbon 250th Army Anniversary 1/750 mL,1/750ML,73001,Lou's,74 Broadway,,,,,,,,,,,,,,,,,1.00,3.00,,,,,,,,,,,,,,,,,,,,
On Premise,Travelers Club,TRAVELERS CLUB,Travelers Club,200402,Travelers Club Vodka 24/375 mL Btl,24/375ml Btl,1023,The New Jessies Kettle(P),1555 Greenwood Lk Tpke,1.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,61003,White Beeches Golf Club,70 Haworth Dr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,12.00,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Green River Wheated,Bardstown Green River,201054,Green River Wheated 1/750 mL,1/750ML,83011,Stone & Rail,175 Rock Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,12.00,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,74008,MeltToba Restaurant,250 Center Ave,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,81004,Stosh's Craft Bar (Z),18 15 Maple Ave,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Prestige,Amethystos Red,Greek Wines,200351,Amethystos Red 12/750 mL,1/12/750ml Btl,190016,12 Islands Greek Taverna,1255 Valley Rd,1.00,3.00,1.00,6.00,,,1.00,8.00,1.00,4.00,1.00,1.00,1.00,3.00,1.00,1.00,1.00,1.00,1.00,3.00,1.00,6.00,1.00,5.00,1.00,1.00,1.00,3.00,1.00,2.00,1.00,7.00,1.00,1.00,1.00,2.00,1.00,4.00
On Premise,US Beverage,Sammy's Beach Bar Platinum Rum,Sammy's Beach Bum,200261,Sammy's Beach Bar Platinum Rum 1/6/750 mL Btl,1/6/750 mL (BO),150014,Tierney's Tavern(A),138 Valley Road,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,
On Premise,1925 Spirits LLC,Leyenda 1925 Anejo Tequila,Leyenda 1925,200216,Leyenda 1925 Anejo Tequila 1/750 ML Btl,1/6/750 mL (BO),84022,Park West Tavern,30 Oak Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
On Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,65007,86 and Vine,519 Livingston St.,,,,,,,,,,,,,,,,,,,1.00,2.00,,,,,1.00,1.00,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Discovery #13,Bardstown Bourbon,201074,Bardstown Discovery #13 1/750 mL Btl,1/750ML,230122,Krogh's Restaurant & Brew Pub,23 White Deer Plaza,,,,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Green River Bourbon 250th Army Anniversary,Bardstown Green River,201072,Green River Bourbon 250th Army Anniversary 1/750 mL,1/750ML,14003,Murph's Bar & Liquor,375 Union Blvd,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Green River 1885,Bardstown Bourbon,201065,Green River 1/1 L Btl,1/1LTR,21038,Freddie's Dugout,16 3rd Ave,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Double Barrel Rye,Bardstown Bourbon,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,1/750ML,83011,Stone & Rail,175 Rock Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,12.00,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,15074,Bask 46,1530 Rt 46 West,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Prestige,Idoniko Tsipouro,Greek Spirits,200355,Idoniko Tsipouro 6/750mL Btl,6/750ml Btl,80040,Biagio's,299 Paramus Rd,,,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,52030,Sofia,36 Engle St,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,19006,Blackjack Mulligans (Hawthorne),237 Diamond Bridge Ave,1.00,1.00,,,,,,,,,1.00,2.00,,,1.00,6.00,,,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Green River Honey,Bardstown Green River,201077,Green River Honey 1/750 mL Btl,1/6/750 mL (BO),20055,Paruta's (A),89 Market St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,,,
On Premise,Bardstown Bourbon Co,Bardstown Green River Full Proof,Bardstown Green River,201052,Green River Full Proof 1/750 mL,1/750ML,80011,Casa De Montecristo,184 Route 17n.,1.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Licores Artesanales,Desquite Artesanal,Desquite,200771,Desquite Artesanal 6/750 mL Btl,1/6/750 mL (BO),21038,Freddie's Dugout,16 3rd Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,,1.00,6.00,,
On Premise,Bardstown Bourbon Co,Bardstown Green River Bourbon,Bardstown Green River,201051,Green River Bourbon 1/750 mL Btl,1/750ML,56009,Tommy Fox's Pub Hse(P),32 S Washington Ave,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,57007,New Bridge Inn(A),105 Old New Bridge Rd,,,,,1.00,3.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Green River Wheated,Bardstown Green River,201054,Green River Wheated 1/750 mL,1/750ML,86007,Bacari,800 Ridgewood Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Double Barrel Rye,Bardstown Bourbon,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,1/750ML,50008,101 Pub (A),101 Queen Anne Rd,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Discovery Series #12,Bardstown Bourbon,201061,Bardstown Discovery Series #12 1/750 mL Btl,1/750ML,230122,Krogh's Restaurant & Brew Pub,23 White Deer Plaza,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,47014,K Of C 2229 (Z),106 Bergen Ave,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,54012,Axia Taverna,18 Piermont Rd,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Collaboration Series Goose Island,Bardstown Bourbon,201063,Bardstown Collaboration Series Goose Island 1/750 mL Btl,1/750ML,80011,Casa De Montecristo,184 Route 17n.,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,37001,Good Fella's (Z) Rest.,661 Midland Ave,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Boston Beer Company,Dogfish Head Sonic Archeology,Dogfish Head Spirits,200604,Dogfish Head Sonic Archeology 1/12/750 mL Btl,1/12/750 mL (BO),81004,Stosh's Craft Bar (Z),18 15 Maple Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Bottle-In-Bond,Bardstown Bourbon,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,70008,Hearth & Tap Co.,125 N Kndrkmk Rd,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Green River 1885,Bardstown Bourbon,201065,Green River 1/1 L Btl,1/1LTR,12023,The Village Inn,422 Runnymede Drive,,,,,,,,,,,,,,,,,1.00,24.00,,,,,1.00,12.00,1.00,12.00,,,1.00,24.00,,,1.00,12.00,,,1.00,13.00
On Premise,US Beverage,Sammy's Beach Bar Platinum Rum,Sammy's Beach Bum,200261,Sammy's Beach Bar Platinum Rum 1/6/750 mL Btl,1/6/750 mL (BO),77003,Blue 42 Restaurant & Bar,158 Market St,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,
On Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200311,Pride & Clarke Vodka 12/1 L Btl,12/1 Liter Btl,20061,Seguidilla 56 Lounge & Liquors,227 Park Ave,,,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,1007,The Greenwood Tavern,1934 Greenwood Lake Tpke,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00
On Premise,Cruz Beverage,YaVe Tequila Jalapeno,YaVe Tequila,200382,YaVe Tequila Jalapeno 1/6/750 mL Btl,1/6/750 mL (BO),73002,The Cornerstone (P),84 Broadway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,2.00
On Premise,Bardstown Bourbon Co,Bardstown Green River Wheated,Bardstown Green River,201054,Green River Wheated 1/750 mL,1/750ML,231210,Bally Owen Golf Club,105 Wheatsworth Rd,,,,,,,1.00,4.00,1.00,-2.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Green River Honey,Bardstown Green River,201077,Green River Honey 1/750 mL Btl,1/6/750 mL (BO),41006,Straphanger Saloon (A),126 Anderson St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
On Premise,OVO Vodka LLC,OVO Vodka,OVO Vodka,100912,OVO Vodka 1/12/750 mL Btl,1/12/750 mL (BO),84022,Park West Tavern,30 Oak Street,,,,,,,,,,,,,,,1.00,12.00,1.00,12.00,1.00,12.00,1.00,12.00,1.00,36.00,1.00,24.00,1.00,30.00,1.00,48.00,1.00,12.00,,,1.00,12.00,1.00,12.00
On Premise,Cruz Beverage,YaVe Tequila Coconut,YaVe Tequila,200385,YaVe Tequila Coconut 1/6/750 mL Btl,1/6/750 mL (BO),27015,Dona Maria Rest,32 Bergen St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
On Premise,OVO Vodka LLC,OVO Vodka,OVO Vodka,100912,OVO Vodka 1/12/750 mL Btl,1/12/750 mL (BO),170280,Stingray Lounge,1210 Washington St,,,,,,,,,,,,,,,1.00,12.00,,,1.00,12.00,,,1.00,12.00,,,,,1.00,12.00,,,,,1.00,12.00,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Bottle-In-Bond,Bardstown Bourbon,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,69009,Rivervale Country Club,660 Rivervale Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Double Barrel Rye,Bardstown Bourbon,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,1/750ML,70012,Fire & Oak (A),100 Chestnut Ridge Rd,,,,,1.00,4.00,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,,,,,,,
On Premise,Molly's,Molly's Irish Cream Salted Caramel,Molly's,200298,Molly's Irish Cream Salted Caramel 1/6/750 mL Btl,6/750ml Btl,15081,Evolution Restaurant & Bar,279 W Browertown Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,
On Premise,Licores Artesanales,Desquite Artesanal,Desquite,200771,Desquite Artesanal 6/750 mL Btl,1/6/750 mL (BO),25073,Aruba Lounge (P),240 Dayton Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,12.00,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Double Barrel Rye,Bardstown Bourbon,201057,Bardstown Origin Series Double Barrel Rye 1/750 mL Btl,1/750ML,71004,Four Leaves,146 Kinderkamack Road,,,,,,,,,,,,,1.00,2.00,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,
On Premise,Little Water Distillery,48 Blocks Chocolate Martini,48 Blocks,200462,48 Blocks Chocolate Martini 1/6/750 mL,6/750ml Btl,25051,Portuguese Tavern Steak House,507 Crooks Ave,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,US Beverage,Sammy's Red Head Rum,Sammy's Beach Bum,200262,Sammy's Red Head Rum 1/6/750 mL Btl,1/6/750 mL (BO),41010,Lenoras Bar (P),129 Johnson Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,
On Premise,Pride & Clarke,Pride & Clarke Vodka,Pride & Clarke,200313,Pride & Clarke Vodka 24/375 mL Btl,24/375ml Btl,20055,Paruta's (A),89 Market St,1.00,5.00,1.00,4.00,1.00,2.00,1.00,3.00,1.00,4.00,1.00,1.00,1.00,1.00,1.00,2.00,1.00,2.00,1.00,3.00,1.00,3.00,,,,,,,,,1.00,3.00,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Green River Wheated,Bardstown Green River,201054,Green River Wheated 1/750 mL,1/750ML,50001,Andy's Corner (Z),257 Queen Ann Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,
On Premise,Paradisse Spirits LLC,Paradisse Fassionola Liqueur,Paradisse,100923,Paradisse Fassionola Liqueur 6/750 mL Btl,1/6/750 mL (BO),15074,Bask 46,1530 Rt 46 West,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Green River Wheated,Bardstown Green River,201054,Green River Wheated 1/750 mL,1/750ML,24054,Upper Montclair Cc (A),177 Hepburn Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,191406,Courtyard Marriott Mt Arl,15 Howard Blvd,,,,,,,,,,,,,,,,,1.00,7.00,,,,,,,,,,,,,,,,,,,,
On Premise,OVO Vodka LLC,OVO Vodka,OVO Vodka,100912,OVO Vodka 1/12/750 mL Btl,1/12/750 mL (BO),170132,Cork City Pub,239 Bloomfield Street,1.00,12.00,,,,,,,1.00,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Paradisse Spirits LLC,Paradisse Fassionola Liqueur,Paradisse,100923,Paradisse Fassionola Liqueur 6/750 mL Btl,1/6/750 mL (BO),230122,Krogh's Restaurant & Brew Pub,23 White Deer Plaza,,,,,,,,,,,,,,,,,1.00,6.00,,,,,,,,,,,,,,,,,,,,
On Premise,OVO Vodka LLC,OVO Vodka,OVO Vodka,100912,OVO Vodka 1/12/750 mL Btl,1/12/750 mL (BO),170291,IKOS Greek Mediterranean,190 Steuben St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,12.00,1.00,12.00
On Premise,Licores Artesanales,Desquite Artesanal,Desquite,200771,Desquite Artesanal 6/750 mL Btl,1/6/750 mL (BO),24051,La Bonita,394 Lexington Ave.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,6.00,,,1.00,-6.00,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series High Wheat,Bardstown Bourbon,201058,Bardstown Origin Series High Wheat 1/750 mL Btl,1/750ML,230903,Black Bear Golf(A),138 New Jersey 23,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Green River Bourbon,Bardstown Green River,201051,Green River Bourbon 1/750 mL Btl,1/750ML,19006,Blackjack Mulligans (Hawthorne),237 Diamond Bridge Ave,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Green River Honey,Bardstown Green River,201077,Green River Honey 1/750 mL Btl,1/6/750 mL (BO),80035,Arcola Country C.,24 Paramus Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,3.00,,
On Premise,Cruz Beverage,YaVe Tequila Jalapeno,YaVe Tequila,200382,YaVe Tequila Jalapeno 1/6/750 mL Btl,1/6/750 mL (BO),86002,Doghouse Saloon (Z),270 Pascack Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
On Premise,Bardstown Bourbon Co,Bardstown Green River Bourbon,Bardstown Green River,201051,Green River Bourbon 1/750 mL Btl,1/750ML,191009,Mason Street Grille,24 Mason St,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,OVO Vodka LLC,OVO Vodka,OVO Vodka,100912,OVO Vodka 1/12/750 mL Btl,1/12/750 mL (BO),170290,Leo's Grandevous,200 Grand St,,,1.00,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Bottle-In-Bond,Bardstown Bourbon,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,12023,The Village Inn,422 Runnymede Drive,1.00,2.00,,,1.00,1.00,1.00,1.00,1.00,3.00,1.00,2.00,,,1.00,1.00,,,1.00,1.00,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,77003,Blue 42 Restaurant & Bar,158 Market St,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Collaboration Series Amrut,Bardstown Bourbon,201062,Bardstown Collaboration Series Amrut 1/750 mL Btl,1/750ML,12023,The Village Inn,422 Runnymede Drive,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Bottle-In-Bond,Bardstown Bourbon,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,92013,Varka,30 N Spruce St,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Bourbon,Bardstown Bourbon,201056,Bardstown Origin Series Bourbon 1/750 mL Btl,1/750ML,70013,Flemings Prime Steakhouse and Wine Bar,210 Market St,,,,,,,,,,,,,,,,,,,1.00,1.00,1.00,1.00,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Origin Series Bottle-In-Bond,Bardstown Bourbon,201055,Bardstown Origin Series Bottle-In-Bond 1/750 mL Btl,1/750ML,54011,Knickerbocker Golf (P),188 Knickerbocker Rd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,
On Premise,Bardstown Bourbon Co,Green River Honey,Bardstown Green River,201077,Green River Honey 1/750 mL Btl,1/6/750 mL (BO),81029,Cosmo Club (Z),33-02 Morlot Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,
On Premise,Bardstown Bourbon Co,Bardstown Green River Full Proof,Bardstown Green River,201052,Green River Full Proof 1/750 mL,1/750ML,79001,Victor's Maywood Inn,122 W Pleasant Ave,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Collaboration Series Pierre Ferrand,Bardstown Bourbon,201073,Bardstown Collaboration Series Pierre Ferrand 1/750 mL Btl,1/750ML,80011,Casa De Montecristo,184 Route 17n.,,,,,,,,,,,,,,,,,1.00,2.00,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Green River Bourbon,Bardstown Green River,201051,Green River Bourbon 1/750 mL Btl,1/750ML,60002,QB's Bar and Grill,49 W Madison Ave,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,
On Premise,Local Choice Inc,Striped Pig Doppio,Striped Pig,200365,Striped Pig Doppio 1/6/750 mL Btl,1/6/750 mL,73002,The Cornerstone (P),84 Broadway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00
On Premise,Bardstown Bourbon Co,Bardstown Green River Bourbon,Bardstown Green River,201051,Green River Bourbon 1/750 mL Btl,1/750ML,230428,O'reilly Pub (P),271 Spring St,,,,,,,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,
On Premise,Bardstown Bourbon Co,Bardstown Green River Bourbon,Bardstown Green River,201051,Green River Bourbon 1/750 mL Btl,1/750ML,37034,Blackjack Mulligans(P) (Garfield),279 Passaic St,,,,,,,,,,,1.00,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,
On Premise,OVO Vodka LLC,OVO Vodka,OVO Vodka,100912,OVO Vodka 1/12/750 mL Btl,1/12/750 mL (BO),170267,Grace O'malleys,140 Newark Ave,,,1.00,12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,12.00,,,,
On Premise,Prestige,Isidoros Avanitis Plomari Ouzo,Greek Spirits,200356,Isidoros Arvanitis Plomari Ouzo 12/750 mL Btl,1/12/750ml Btl,190016,12 Islands Greek Taverna,1255 Valley Rd,,,,,1.00,1.00,1.00,1.00,,,1.00,1.00,1.00,1.00,1.00,1.00,,,1.00,1.00,,,1.00,2.00,,,,,,,1.00,2.00,,,,,1.00,3.00
On Premise,Bardstown Bourbon Co,Green River Honey,Bardstown Green River,201077,Green River Honey 1/750 mL Btl,1/6/750 mL (BO),12023,The Village Inn,422 Runnymede Drive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,1.00,,,,
On Premise,OVO Vodka LLC,OVO Vodka,OVO Vodka,100912,OVO Vodka 1/12/750 mL Btl,1/12/750 mL (BO),170266,San Patricios Jersey City,8 Erie St A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.00,12.00,,,,,1.00,12.00
