Sales Rep Assigned,Customer ID,Customer Name,Shipping Address,City,On Premise,Brand Family,Product Num Name,Cases   2025,Buyer Count   2025,Cases   2026,Buyer Count   2026
Robin Feldman,70009,Montvale Fire Company,35 W Grand Ave,Montvale,On Premise,Sun Cruiser,200637 Sun Cruiser Half & Half Lemonade Iced Tea 3/8/12 oz Can,,,10.00,1
Robin Feldman,191203,American Lgn Oak Ridge Post 423,28 Legion Road,Oak Ridge,On Premise,White Claw,8580 White Claw Hard Seltzer Natural Lime 4/6/12 oz Can,5.00,1,4.00,1
Robin Feldman,230115,Elks Post 2356,6 West Shore Trail,Sparta,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,1.00,1,4.00,1
Robin Feldman,231005,Ogdensburg Fire Dept,30 Main St,Ogdensburg,On Premise,Sun Cruiser,200635 Sun Cruiser Peach Iced Tea 6/4/12 oz Can,1.00,1,,
Robin Feldman,57015,Elks Post 2290 (Z),1 Patrolman Ray Woods Dr,New Milford,On Premise,White Claw,8580 White Claw Hard Seltzer Natural Lime 4/6/12 oz Can,4.00,1,9.00,1
Robin Feldman,231708,American Lgn Branchville,325 Us-206,Branchville,On Premise,White Claw,8580 White Claw Hard Seltzer Natural Lime 4/6/12 oz Can,3.00,1,,
Robin Feldman,8013,Vfw 2906 Pompt. Lks.(Z),260 Wanaque Avenue,Pompton Lakes,On Premise,White Claw,8587 White Claw Hard Seltzer Raspberry 4/6/12 oz Can,1.00,1,3.00,1
Robin Feldman,93001,Stateline Diner (P),375 Rt 17 N,Mahwah,On Premise,White Claw,8596 White Claw Hard Seltzer Variety 1/24/12 oz Loose Can,,,1.00,1
Robin Feldman,34018,Hilton Hasbrk Hts #50591,650 Terrace Ave,Hasbrouck Heights,On Premise,White Claw,8583 White Claw Hard Seltzer Variety #1 2/12/12 oz Can,8.00,1,5.00,1
Robin Feldman,230302,Perona Farms,350 Andover Sparta Rd,Andover,On Premise,White Claw,8600 White Claw Hard Seltzer Variety #3 2/12/12 oz Can,,,6.00,1
Robin Feldman,190714,Green Pond Yacht Club (Z),7 Dawson Drive,Green Pond,On Premise,Carbliss,200881 Carbliss Black Cherry 6/4/12 oz Can,,,1.00,1
Robin Feldman,30017,Renaissance Meadowlands,801 Rutherford Ave,Rutherford,On Premise,Sun Cruiser,200631 Sun Cruiser Iced Tea Variety 3/8/12 oz Can,3.00,1,,
Robin Feldman,190708,American Lgn Rockaway,210 Chestnut Terr,Rockaway,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,5.00,1,4.00,1
Robin Feldman,17019,La Neves (P),276 Belmont Ave,Haledon,On Premise,Sun Cruiser,200641 Sun Cruiser Vodka Pink Lemonade 3/8/12 oz Can,1.00,1,,
Robin Feldman,28033,Homewood Suites By Hilton,125 Rt.17 South,East Rutherford,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,1.00,1,,
Robin Feldman,190608,Cedar Lake Club,134 Cedar Lake E,Denville,On Premise,White Claw,8619 White Claw Blackberry 4/6/12 oz Can,,,2.00,1
Robin Feldman,191527,Garden State Yacht Club,33 Point Pleasant Road,Hopatcong,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,,,1.00,1
Robin Feldman,24043,Valley Regency,1129 Valley Road,Clifton,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,,,1.00,1
Robin Feldman,31040,Hilton Meadowlnd E Ruth,2 Meadowland Plaza,East Rutherford,On Premise,White Claw,8583 White Claw Hard Seltzer Variety #1 2/12/12 oz Can,7.00,1,,
Robin Feldman,230118,Lake Mohawk (P) Golf Club,471 West Shore Trail,Sparta,On Premise,White Claw,8603 White Claw Hard Seltzer Watermelon 4/6/12 oz Can,2.00,1,,
Robin Feldman,34018,Hilton Hasbrk Hts #50591,650 Terrace Ave,Hasbrouck Heights,On Premise,White Claw,8597 White Claw Hard Seltzer Variety #2 2/12/12 oz Can,1.00,1,,
Robin Feldman,77013,William J. Mulligan VFW Post 281,6 Veterans Pl,Elmwood Park,On Premise,White Claw,8619 White Claw Blackberry 4/6/12 oz Can,,,2.00,1
Robin Feldman,231708,American Lgn Branchville,325 Us-206,Branchville,On Premise,White Claw,8619 White Claw Blackberry 4/6/12 oz Can,18.00,1,20.00,1
Robin Feldman,79009,American Lgn (Z) (Maywood),135 E Passaic,Maywood,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,,,13.00,1
Robin Feldman,77029,Reserve (Z) Assoc.,25 Wenzel St,Elmwood Park,On Premise,White Claw,8580 White Claw Hard Seltzer Natural Lime 4/6/12 oz Can,2.00,1,,
Robin Feldman,3012,Tree Tavern (A),17 Park St,Wanaque,On Premise,White Claw,8619 White Claw Blackberry 4/6/12 oz Can,7.00,1,1.00,1
Robin Feldman,34016,Vfw Hasbrouck (A),513 Veterans Pl,Hasbrouck Heights,On Premise,White Claw,8619 White Claw Blackberry 4/6/12 oz Can,,,1.00,1
Robin Feldman,191815,Eastern Asian Bistro/Bar,3 Mt Olive Rd,Budd Lake,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,15.00,1,6.00,1
Robin Feldman,230934,Wallkill Golf Club,34 Maple Rd,Franklin,On Premise,Sun Cruiser,200637 Sun Cruiser Half & Half Lemonade Iced Tea 3/8/12 oz Can,,,1.00,1
Robin Feldman,191306,Shore Hills Country Club,Vail Rd And Morse Pl,Landing,On Premise,Sun Cruiser,200631 Sun Cruiser Iced Tea Variety 3/8/12 oz Can,1.00,1,,
Robin Feldman,42009,Nikki's Bar & Grill,213 Washington Ave,Little Ferry,On Premise,Sun Cruiser,200631 Sun Cruiser Iced Tea Variety 3/8/12 oz Can,1.00,1,,
Robin Feldman,79009,American Lgn (Z) (Maywood),135 E Passaic,Maywood,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,2.00,1,,
Robin Feldman,76004,Marriot Hotel(A)Saddle Bk,138 New Pehle Ave,Saddle Brook,On Premise,White Claw,8583 White Claw Hard Seltzer Variety #1 2/12/12 oz Can,6.00,1,1.00,1
Robin Feldman,23015,Disabled Amvets (P),315 Hazel St,Clifton,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,,,1.00,1
Robin Feldman,74002,Elks Post 1562,523 Kinderkamack Rd,Westwood,On Premise,Carbliss,200890 Carbliss Peach 6/4/12 oz Can,,,1.00,1
Robin Feldman,57015,Elks Post 2290 (Z),1 Patrolman Ray Woods Dr,New Milford,On Premise,White Claw,8582 White Claw Hard Seltzer Ruby Grapefruit 4/6/12 oz Can,-9.00,1,,
Robin Feldman,50036,Moose Lodge 961 (Z),201 W Englewood Av Bx 717,Teaneck,On Premise,Carbliss,200883 Carbliss Blood Orange 6/4/12 oz Can,,,1.00,1
Robin Feldman,230404,American Lgn #86 Newton,20 Yates Ave,Newton,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,1.00,1,4.00,1
Robin Feldman,94007,American Legion Oakland Post369,65 Oak St,Oakland,On Premise,Sun Cruiser,200633 Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,1.00,1,,
Robin Feldman,15079,American Lgn Totowa,180 Union Blvd,Totowa,On Premise,Carbliss,200886 Carbliss Lemon Tea 6/4/12 oz Can,,,3.00,1
Robin Feldman,47014,K Of C 2229 (Z),106 Bergen Ave,Ridgefield Park,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,10.00,1,16.00,1
Robin Feldman,60017,K Of C Dumont,61 Armour Pl,Dumont,On Premise,Sun Cruiser,200631 Sun Cruiser Iced Tea Variety 3/8/12 oz Can,1.00,1,2.00,1
Robin Feldman,12029,Elks Post (A) #2181 Wayne,50 Hinchmans Ave,Wayne,On Premise,White Claw,8619 White Claw Blackberry 4/6/12 oz Can,2.00,1,,
Robin Feldman,4011,Bloomingdale Fire Dept,97 Hamburg Tpke,Bloomingdale,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,1.00,1
Robin Feldman,191306,Shore Hills Country Club,Vail Rd And Morse Pl,Landing,On Premise,White Claw,8597 White Claw Hard Seltzer Variety #2 2/12/12 oz Can,2.00,1,,
Robin Feldman,231314,Elks Lodge 2288,152 Compton Rd,Sussex,On Premise,White Claw,8580 White Claw Hard Seltzer Natural Lime 4/6/12 oz Can,2.00,1,,
Robin Feldman,28033,Homewood Suites By Hilton,125 Rt.17 South,East Rutherford,On Premise,Sun Cruiser,200665 Sun Cruiser Iced Tea Variety 2/12/12 oz Can,1.00,1,,
Robin Feldman,191219,Berkshire Valley Gc,28 Cozy Lake Rd,Oak Ridge,On Premise,Sun Cruiser,200636 Sun Cruiser Classic Iced Tea 3/8/12oz Can,,,2.00,1
Robin Feldman,10002,American Lgn Pequannock 450,11 Oak Ave,Pequannock,On Premise,Sun Cruiser,200636 Sun Cruiser Classic Iced Tea 3/8/12oz Can,1.00,1,,
Robin Feldman,23015,Disabled Amvets (P),315 Hazel St,Clifton,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,1.00,1,,
Robin Feldman,74014,American Lgn (Z) (Westwood),264 Washington Ave,Westwood,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,2.00,1,,
Robin Feldman,94016,Doc Watsons NJ,20 Elm St,Oakland,On Premise,White Claw,8583 White Claw Hard Seltzer Variety #1 2/12/12 oz Can,,,1.00,1
Robin Feldman,190718,Marcella Community Club,831 Greenpond Road,Rockaway,On Premise,White Claw,8589 White Claw Hard Seltzer Mango 4/6/12 oz Can,,,1.00,1
Robin Feldman,30017,Renaissance Meadowlands,801 Rutherford Ave,Rutherford,On Premise,Sun Cruiser,200640 Sun Cruiser Vodka Lemonade 1/24/12 oz Loose Can,3.00,1,3.00,1
Robin Feldman,30017,Renaissance Meadowlands,801 Rutherford Ave,Rutherford,On Premise,White Claw,8596 White Claw Hard Seltzer Variety 1/24/12 oz Loose Can,12.00,1,,
Robin Feldman,42007,Vfw 809 (P),100 Main St,Little Ferry,On Premise,White Claw,8597 White Claw Hard Seltzer Variety #2 2/12/12 oz Can,,,1.00,1
Robin Feldman,191219,Berkshire Valley Gc,28 Cozy Lake Rd,Oak Ridge,On Premise,White Claw,8597 White Claw Hard Seltzer Variety #2 2/12/12 oz Can,1.00,1,,
Robin Feldman,28026,Elks Post 1992 (Z),129 Ridge Rd,North Arlington,On Premise,Carbliss,200886 Carbliss Lemon Tea 6/4/12 oz Can,,,1.00,1
Robin Feldman,57015,Elks Post 2290 (Z),1 Patrolman Ray Woods Dr,New Milford,On Premise,White Claw,8603 White Claw Hard Seltzer Watermelon 4/6/12 oz Can,1.00,1,-1.00,1
Robin Feldman,56022,Elks Post 1477,40 W Church St,Bergenfield,On Premise,White Claw,8603 White Claw Hard Seltzer Watermelon 4/6/12 oz Can,2.00,1,,
Robin Feldman,15081,Evolution Restaurant & Bar,279 W Browertown Rd,Woodland Park,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,1.00,1
Robin Feldman,94016,Doc Watsons NJ,20 Elm St,Oakland,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,,,5.00,1
Robin Feldman,34016,Vfw Hasbrouck (A),513 Veterans Pl,Hasbrouck Heights,On Premise,Carbliss,200884 Carbliss Cranberry 6/4/12 oz Can,,,1.00,1
Robin Feldman,15081,Evolution Restaurant & Bar,279 W Browertown Rd,Woodland Park,On Premise,White Claw,8580 White Claw Hard Seltzer Natural Lime 4/6/12 oz Can,,,2.00,1
Robin Feldman,42009,Nikki's Bar & Grill,213 Washington Ave,Little Ferry,On Premise,White Claw,8600 White Claw Hard Seltzer Variety #3 2/12/12 oz Can,3.00,1,1.00,1
Robin Feldman,4011,Bloomingdale Fire Dept,97 Hamburg Tpke,Bloomingdale,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,6.00,1
Robin Feldman,5016,Vfw Butler,69 Carey Avenue,Butler,On Premise,Sun Cruiser,200636 Sun Cruiser Classic Iced Tea 3/8/12oz Can,1.00,1,,
Robin Feldman,12046,Packanack Lake Comm Asso,52 Lake Drive West,Wayne,On Premise,White Claw,8583 White Claw Hard Seltzer Variety #1 2/12/12 oz Can,6.00,1,,
Robin Feldman,71009,American Lgn Park Ridge,118 Ridge Ave,Park Ridge,On Premise,White Claw,8589 White Claw Hard Seltzer Mango 4/6/12 oz Can,4.00,1,4.00,1
Robin Feldman,77013,William J. Mulligan VFW Post 281,6 Veterans Pl,Elmwood Park,On Premise,White Claw,8587 White Claw Hard Seltzer Raspberry 4/6/12 oz Can,,,4.00,1
Robin Feldman,231005,Ogdensburg Fire Dept,30 Main St,Ogdensburg,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,5.00,1,2.00,1
Robin Feldman,13007,American Lgn 108 (Z) Little Falls,591 Main St,Little Falls,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,5.00,1,,
Robin Feldman,77029,Reserve (Z) Assoc.,25 Wenzel St,Elmwood Park,On Premise,White Claw,8597 White Claw Hard Seltzer Variety #2 2/12/12 oz Can,3.00,1,,
Robin Feldman,230910,American Lgn Franklin,Legion Pl,Franklin,On Premise,White Claw,8603 White Claw Hard Seltzer Watermelon 4/6/12 oz Can,,,5.00,1
Robin Feldman,29041,Masonic (A) Club,316 Riverside Ave,Lyndhurst,On Premise,Sun Cruiser,200631 Sun Cruiser Iced Tea Variety 3/8/12 oz Can,3.00,1,,
Robin Feldman,23012,Moose Lodge (Z),1268 Main Ave,Clifton,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,2.00,1
Robin Feldman,8016,Elks Pompton Lakes,1 Perrin Avenue,Pompton Lakes,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,,,2.00,1
Robin Feldman,78010,American Lgn Rochelle Pk,33 W Passaic St,Rochelle Park,On Premise,White Claw,8595 White Claw Hard Seltzer Mango 2/12/12 oz Can,,,3.00,1
Robin Feldman,15081,Evolution Restaurant & Bar,279 W Browertown Rd,Woodland Park,On Premise,Sun Cruiser,200679 Sun Cruiser Pink Lemonade 1/24/12 oz Can,,,1.00,1
Robin Feldman,230118,Lake Mohawk (P) Golf Club,471 West Shore Trail,Sparta,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,2.00,1,,
Robin Feldman,230934,Wallkill Golf Club,34 Maple Rd,Franklin,On Premise,Sun Cruiser,200679 Sun Cruiser Pink Lemonade 1/24/12 oz Can,,,1.00,1
Robin Feldman,76004,Marriot Hotel(A)Saddle Bk,138 New Pehle Ave,Saddle Brook,On Premise,White Claw,8603 White Claw Hard Seltzer Watermelon 4/6/12 oz Can,1.00,1,,
Robin Feldman,47014,K Of C 2229 (Z),106 Bergen Ave,Ridgefield Park,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,3.00,1,3.00,1
Robin Feldman,55008,American Lgn (Z) (Cresskill),75 Legion Dr,Cresskill,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,,,10.00,1
Robin Feldman,42007,Vfw 809 (P),100 Main St,Little Ferry,On Premise,Carbliss,200891 Carbliss Pineapple 6/4/12 oz Can,,,1.00,1
Robin Feldman,74014,American Lgn (Z) (Westwood),264 Washington Ave,Westwood,On Premise,White Claw,8597 White Claw Hard Seltzer Variety #2 2/12/12 oz Can,2.00,1,,
Robin Feldman,191203,American Lgn Oak Ridge Post 423,28 Legion Road,Oak Ridge,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,3.00,1,3.00,1
Robin Feldman,1030,Elks Post 2236 (P),1860 Union Valley Road,West Milford,On Premise,Sun Cruiser,200633 Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,1.00,1,,
Robin Feldman,42009,Nikki's Bar & Grill,213 Washington Ave,Little Ferry,On Premise,Sun Cruiser,200670 Sun Cruiser Pink Lemonade 6/4/12 oz Can,,,1.00,1
Robin Feldman,55008,American Lgn (Z) (Cresskill),75 Legion Dr,Cresskill,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,9.00,1,20.00,1
Robin Feldman,12067,Hilton Garden Inn wayne,15 Nevins Rd,Wayne,On Premise,Sun Cruiser,200664 Sun Cruiser Lemonade Variety 3/8/12 oz Can,,,1.00,1
Robin Feldman,30017,Renaissance Meadowlands,801 Rutherford Ave,Rutherford,On Premise,Sun Cruiser,200634 Sun Cruiser Classic Iced Tea 1/24/12 oz Loose Can,,,3.00,1
Robin Feldman,42015,Amer Lgn (Z) Little Ferry,100 Liberty Ave,Little Ferry,On Premise,Sun Cruiser,200666 Sun Cruiser Iced Tea Vodka Variety 1/18/12 oz Can,7.00,1,,
Robin Feldman,56022,Elks Post 1477,40 W Church St,Bergenfield,On Premise,White Claw,8582 White Claw Hard Seltzer Ruby Grapefruit 4/6/12 oz Can,6.00,1,,
Robin Feldman,13007,American Lgn 108 (Z) Little Falls,591 Main St,Little Falls,On Premise,Sun Cruiser,200632 Sun Cruiser Classic Iced Tea 6/4/12 oz Can,24.00,1,6.00,1
Robin Feldman,230115,Elks Post 2356,6 West Shore Trail,Sparta,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,1.00,1
Robin Feldman,230433,Stillwater Area Vol Fire,929 Stillwater Rd,Stillwater,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,6.00,1,4.00,1
Robin Feldman,190919,Amer Lgn Of Wharton 91,99 N Main St,Wharton,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,1.00,1
Robin Feldman,190718,Marcella Community Club,831 Greenpond Road,Rockaway,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,8.00,1,,
Robin Feldman,4011,Bloomingdale Fire Dept,97 Hamburg Tpke,Bloomingdale,On Premise,Sun Cruiser,200633 Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,,,3.00,1
Robin Feldman,77013,William J. Mulligan VFW Post 281,6 Veterans Pl,Elmwood Park,On Premise,White Claw,8639 White Claw Pineapple 4/6/12 oz Can,,,2.00,1
Robin Feldman,71009,American Lgn Park Ridge,118 Ridge Ave,Park Ridge,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,3.00,1,2.00,1
Robin Feldman,50036,Moose Lodge 961 (Z),201 W Englewood Av Bx 717,Teaneck,On Premise,Carbliss,200891 Carbliss Pineapple 6/4/12 oz Can,,,1.00,1
Robin Feldman,54014,Elks Post 2271 (Z),20 Franklin St,Tenafly,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,1.00,1
Robin Feldman,230108,Vfw 7248 Sparta,66 Main St,Sparta,On Premise,Carbliss,200883 Carbliss Blood Orange 6/4/12 oz Can,,,1.00,1
Robin Feldman,230118,Lake Mohawk (P) Golf Club,471 West Shore Trail,Sparta,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,10.00,1
Robin Feldman,230118,Lake Mohawk (P) Golf Club,471 West Shore Trail,Sparta,On Premise,Sun Cruiser,200641 Sun Cruiser Vodka Pink Lemonade 3/8/12 oz Can,,,2.00,1
Robin Feldman,31009,Vesta Wood Fired Pizza,64 Hoboken Road,East Rutherford,On Premise,Sun Cruiser,200641 Sun Cruiser Vodka Pink Lemonade 3/8/12 oz Can,,,3.00,1
Robin Feldman,34018,Hilton Hasbrk Hts #50591,650 Terrace Ave,Hasbrouck Heights,On Premise,Sun Cruiser,200666 Sun Cruiser Iced Tea Vodka Variety 1/18/12 oz Can,1.00,1,,
Robin Feldman,34018,Hilton Hasbrk Hts #50591,650 Terrace Ave,Hasbrouck Heights,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,3.00,1,5.00,1
Robin Feldman,5016,Vfw Butler,69 Carey Avenue,Butler,On Premise,Sun Cruiser,200642 Sun Cruiser Vodka Pink Lemonade 1/12/24 oz Can,,,1.00,1
Robin Feldman,42015,Amer Lgn (Z) Little Ferry,100 Liberty Ave,Little Ferry,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,2.00,1
Robin Feldman,190605,Hunan Taste (Z),67 Bloomfield Ave,Denville,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,,,1.00,1
Robin Feldman,74002,Elks Post 1562,523 Kinderkamack Rd,Westwood,On Premise,Sun Cruiser,200636 Sun Cruiser Classic Iced Tea 3/8/12oz Can,8.00,1,,
Robin Feldman,74014,American Lgn (Z) (Westwood),264 Washington Ave,Westwood,On Premise,White Claw,8583 White Claw Hard Seltzer Variety #1 2/12/12 oz Can,6.00,1,,
Robin Feldman,191219,Berkshire Valley Gc,28 Cozy Lake Rd,Oak Ridge,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,1.00,1,,
Robin Feldman,77013,William J. Mulligan VFW Post 281,6 Veterans Pl,Elmwood Park,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,9.00,1,4.00,1
Robin Feldman,57015,Elks Post 2290 (Z),1 Patrolman Ray Woods Dr,New Milford,On Premise,White Claw,8627 White Claw Green Apple 4/6/12 oz Can,,,-1.00,1
Robin Feldman,47006,Elks Post 1506,30 Spruce St,Ridgefield Park,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,1.00,1
Robin Feldman,42007,Vfw 809 (P),100 Main St,Little Ferry,On Premise,Carbliss,200890 Carbliss Peach 6/4/12 oz Can,,,1.00,1
Robin Feldman,29041,Masonic (A) Club,316 Riverside Ave,Lyndhurst,On Premise,White Claw,8596 White Claw Hard Seltzer Variety 1/24/12 oz Loose Can,,,2.00,1
Robin Feldman,231708,American Lgn Branchville,325 Us-206,Branchville,On Premise,White Claw,8581 White Claw Hard Seltzer Black Cherry 4/6/12 oz Can,4.00,1,13.00,1
Robin Feldman,17019,La Neves (P),276 Belmont Ave,Haledon,On Premise,Sun Cruiser,200633 Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,2.00,1,,
Robin Feldman,190301,American Lgn Lake Hiawath,91 N Beverwyck Rd,Lake Hiawatha,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,1.00,1
Robin Feldman,12029,Elks Post (A) #2181 Wayne,50 Hinchmans Ave,Wayne,On Premise,White Claw,8580 White Claw Hard Seltzer Natural Lime 4/6/12 oz Can,2.00,1,,
Robin Feldman,56022,Elks Post 1477,40 W Church St,Bergenfield,On Premise,Sun Cruiser,200678 Sun Cruiser Lemonade & Ice Tea 1/24/12 oz Can,,,4.00,1
Robin Feldman,191815,Eastern Asian Bistro/Bar,3 Mt Olive Rd,Budd Lake,On Premise,Sun Cruiser,200633 Sun Cruiser Lemonade & Iced Tea 6/4/12 oz Can,2.00,1,,
Robin Feldman,79009,American Lgn (Z) (Maywood),135 E Passaic,Maywood,On Premise,White Claw,8619 White Claw Blackberry 4/6/12 oz Can,2.00,1,,
Robin Feldman,190608,Cedar Lake Club,134 Cedar Lake E,Denville,On Premise,White Claw,8587 White Claw Hard Seltzer Raspberry 4/6/12 oz Can,3.00,1,,
Robin Feldman,1030,Elks Post 2236 (P),1860 Union Valley Road,West Milford,On Premise,Sun Cruiser,200636 Sun Cruiser Classic Iced Tea 3/8/12oz Can,,,5.00,1
Robin Feldman,34019,Home2 Suites by Hilton,377 RT 17 S,Hasbrouck Heights,On Premise,White Claw,8583 White Claw Hard Seltzer Variety #1 2/12/12 oz Can,5.00,1,4.00,1
Robin Feldman,230807,North Shore House,912 Swartswood Rd,Swartswood,On Premise,White Claw,8583 White Claw Hard Seltzer Variety #1 2/12/12 oz Can,8.00,1,,
Robin Feldman,4011,Bloomingdale Fire Dept,97 Hamburg Tpke,Bloomingdale,On Premise,Sun Cruiser,200665 Sun Cruiser Iced Tea Variety 2/12/12 oz Can,,,18.00,1
Robin Feldman,6003,Cypress,174 Kinnelon Road,Kinnelon,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,8.00,1,4.00,1
Robin Feldman,34014,Hasbrouck Heights Elks,128 Baldwin Ave,Hasbrouck Heights,On Premise,Sun Cruiser,200631 Sun Cruiser Iced Tea Variety 3/8/12 oz Can,1.00,1,,
Robin Feldman,230115,Elks Post 2356,6 West Shore Trail,Sparta,On Premise,White Claw,8587 White Claw Hard Seltzer Raspberry 4/6/12 oz Can,,,2.00,1
Robin Feldman,230108,Vfw 7248 Sparta,66 Main St,Sparta,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,1.00,1
Robin Feldman,31009,Vesta Wood Fired Pizza,64 Hoboken Road,East Rutherford,On Premise,Sun Cruiser,200636 Sun Cruiser Classic Iced Tea 3/8/12oz Can,,,1.00,1
Robin Feldman,191403,Davy's Dogs,14 Howard Blvd,Mt Arlington,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,1.00,1
Robin Feldman,76004,Marriot Hotel(A)Saddle Bk,138 New Pehle Ave,Saddle Brook,On Premise,White Claw,8595 White Claw Hard Seltzer Mango 2/12/12 oz Can,2.00,1,,
Robin Feldman,84021,Upper Ridgewood Tennis(A),915 Glenview Road,Ridgewood,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,,,1.00,1
Robin Feldman,190908,4 Seasons Restaurant,322 S Main St,Wharton,On Premise,Sun Cruiser,200631 Sun Cruiser Iced Tea Variety 3/8/12 oz Can,1.00,1,,
Robin Feldman,192156,Hapgoods Restaurant,44 Midvale Rd,Mountain Lakes,On Premise,White Claw,8619 White Claw Blackberry 4/6/12 oz Can,,,1.00,1
Robin Feldman,12047,American Lgn 174 Wayne,55 Mountain View Blvd,Wayne,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,2.00,1,1.00,1
Robin Feldman,191815,Eastern Asian Bistro/Bar,3 Mt Olive Rd,Budd Lake,On Premise,White Claw,8619 White Claw Blackberry 4/6/12 oz Can,2.00,1,,
Robin Feldman,231708,American Lgn Branchville,325 Us-206,Branchville,On Premise,White Claw,8588 White Claw Hard Seltzer Black Cherry 2/12/12 oz Can,,,2.00,1
Robin Feldman,231708,American Lgn Branchville,325 Us-206,Branchville,On Premise,Carbliss,200882 Carbliss Black Raspberry 6/4/12 oz Can,,,1.00,1
Robin Feldman,47014,K Of C 2229 (Z),106 Bergen Ave,Ridgefield Park,On Premise,White Claw,8582 White Claw Hard Seltzer Ruby Grapefruit 4/6/12 oz Can,4.00,1,,
Robin Feldman,29047,Elks Post (P),251 Park Ave,Lyndhurst,On Premise,Sun Cruiser,200664 Sun Cruiser Lemonade Variety 3/8/12 oz Can,,,1.00,1
Robin Feldman,12029,Elks Post (A) #2181 Wayne,50 Hinchmans Ave,Wayne,On Premise,White Claw,8596 White Claw Hard Seltzer Variety 1/24/12 oz Loose Can,3.00,1,,
Robin Feldman,230934,Wallkill Golf Club,34 Maple Rd,Franklin,On Premise,White Claw,200203 White Claw Vodka & Soda Variety 3/8/12 oz Can,2.00,1,,
