Sales Rep Assigned,Customer Num,Customer Name,Shipping Address,City,County,Distribution Area,Buyer Count   2026,Cases   2026
Paul Mclaughlin,62002,Rudy's Pizzeria (P),65 Closter Plaza,Closter,Bergen,Bergen,1.00,94.00
Nick Melissari,88007,Charlie's Place,18 W Prospect St,Waldwick,Bergen,Bergen,1.00,93.00
Javier Melo,27053,Rumba Bar,234 Monroe St.,Passaic,Passaic,Passaic,1.00,93.00
Robin Feldman,12067,Hilton Garden Inn wayne,15 Nevins Rd,Wayne,Passaic,Passaic,1.00,93.00
Robin Feldman,230934,Wallkill Golf Club,34 Maple Rd,Franklin,Sussex,Sussex,1.00,93.00
Mike Ast,87006,Hohokus Inn & Tavern,1 Franklin Tpke,Hohokus,Bergen,Bergen,1.00,92.00
Nick Melissari,32010,Segovia Meson,645 Washington Ave,Carlstadt,Bergen,Bergen,1.00,92.00
Robin Feldman,32031,Spring Hill Suites Carlstadt,192 Paterson Plank Road,Carlstadt,Bergen,Bergen,1.00,91.00
Brian Sengebush,190925,Olive Garden Rockaway,323 Mt Hope Ave.,Rockaway,Morris,Morris 1,1.00,91.00
Paul Mclaughlin,41001,Casual Habana Cafe(Hack),125 Main St,Hackensack,Bergen,Bergen,1.00,91.00
Nick Melissari,29036,Mr.Bruno's,439 Valley Brook Ave,Lyndhurst,Bergen,Bergen,1.00,90.00
Derrick Laws,20075,Griselda Rest.(A),81 Market Street,Paterson,Passaic,Passaic,1.00,90.00
Brian Sengebush,190723,Muldoon's Steak & Pub,301 Mt Hope Ave,Rockaway,Morris,Morris 1,1.00,90.00
Robin Feldman,3012,Tree Tavern (A),17 Park St,Wanaque,Passaic,Passaic-FF,1.00,89.00
Brian Sengebush,230402,Bella Italio Rest.(P),448 Us Highway 206 S,Newton,Sussex,Sussex,1.00,88.00
Robin Feldman,50032,Vfw 5561 Bogota,241 W Shore Ave,Bogota,Bergen,Bergen,1.00,88.00
Allison Scott,24027,Mario's Rest,710 Van Houten Ave,Clifton,Passaic,Passaic,1.00,88.00
Nick Melissari,94009,Oakland Diner,72 Ramapo Valley Rd,Oakland,Bergen,Bergen,1.00,88.00
Robin Feldman,29039,Lee's Hawaiian (P),768 Stuyvesant Ave,Lyndhurst,Bergen,Bergen,1.00,87.00
Paul Mclaughlin,69005,Let's Meat Steakhouse,625 Rivervale Rd,Rivervale,Bergen,Bergen,1.00,87.00
Brian Sengebush,191816,Vasa Park,93 Wolfe Road Rd 1,Hackettstown,Warren,Morris 1,1.00,86.00
Robin Feldman,230910,American Lgn Franklin,Legion Pl,Franklin,Sussex,Sussex,1.00,86.00
Robin Feldman,230417,Hampton (P) Diner,36 Hampton House Rd,Newton,Sussex,Sussex,1.00,86.00
Paul Mclaughlin,69011,Green Point Restaurant,15 Rivervale Rd,Rivervale,Bergen,Bergen,1.00,84.00
Robin Feldman,230108,Vfw 7248 Sparta,66 Main St,Sparta,Sussex,Sussex,1.00,84.00
Nick Melissari,31055,The Game Room,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,83.00
Brian Sengebush,190217,Nostrana Ristorante,91 Elcock Ave,Boonton,Morris,Morris 1,1.00,83.00
Javier Melo,24042,Made in Miami Bar Bistro,39 Harding Ave,Clifton,Passaic,Passaic,1.00,83.00
Nick Melissari,31048,Song'E Napule,106 Park Ave,Rutherford,Bergen,Bergen,1.00,82.00
Allison Scott,19002,Puzo's Pizza,4 Garfield Ave,Hawthorne,Passaic,Passaic,1.00,82.00
Robin Feldman,8016,Elks Pompton Lakes,1 Perrin Avenue,Pompton Lakes,Passaic,Passaic,1.00,82.00
Robin Feldman,31022,Candlewick,179 Paterson Ave,East Rutherford,Bergen,Bergen,1.00,81.00
Nick Melissari,30031,Paisano's,132 Park Ave,Rutherford,Bergen,Bergen,1.00,81.00
Nick Melissari,92003,Bar Boutique,110 E Main St,Ramsey,Bergen,Bergen,1.00,80.00
Dan Lagala,46031,Kang Ho Dong,329 Bergen Blvd,Palisades Park,Bergen,Bergen,1.00,80.00
Dan Lagala,53007,Giovanni's Bicycle Club,487 Sylvan Ave,Englewood Cliff,Bergen,Bergen,1.00,80.00
Dan Lagala,53001,Brownstone Pancake Factor,717 E Palisade Ave,Englewood Cliff,Bergen,Bergen,1.00,79.00
Nick Melissari,31030,Al-Di-La' (P),1 Hoboken Rd,East Rutherford,Bergen,Bergen,1.00,79.00
Robin Feldman,191524,GRIFFIN & HOWE,270 STANHOPE SPARTA RD,Andover,Sussex,Sussex,1.00,79.00
Robin Feldman,230126,Hudson Farm Club,270 Stanhope Sparta Rd,Andover,Sussex,Sussex,1.00,78.00
Dan Lagala,43022,C & C Bar Factory,560 Fairview Ave,Fairview,Bergen,Bergen,1.00,77.30
Paul Mclaughlin,81027,RP Prime Steakhouse,41-11 Rte 4 W,Fair Lawn,Bergen,Bergen,1.00,76.17
Brian Sengebush,230421,Nativa Coffee Bar,216 Woodside Ave,Newton,Sussex,Sussex,1.00,76.00
Chris Payton,80023,Red Lobster Paramus,211 Rt 17,Paramus,Bergen,Bergen,1.00,76.00
Anthony Palmisano,3014,Il Palazzo (Z),600 Ringwood Ave,Wanaque,Passaic,Passaic-FF,1.00,75.00
Paul Mclaughlin,60014,Pop(xo) Taco,20 E. Madison Ave,Dumont,Bergen,Bergen,1.00,75.00
Nick Melissari,29045,Teros Snack Bar,224 Ridge Rd,Lyndhurst,Bergen,Bergen,1.00,75.00
Nick Melissari,80062,Hampton Inn Paramus,625 From Rd,Paramus,Bergen,Bergen,1.00,74.00
Robin Feldman,29041,Masonic (A) Club,316 Riverside Ave,Lyndhurst,Bergen,Bergen,1.00,73.00
Anthony Palmisano,231001,Atlantic Man Rodozio Stk,83 Main St,Ogdensburg,Sussex,Sussex,1.00,72.00
Chris Payton,47019,Hilton Garden Inn Ridgefield Park,70 Challenger Rd,Ridgefield Park,Bergen,Bergen,1.00,71.00
Robin Feldman,6005,Smoke Rise Club (P),9 Perimeter Road,Kinnelon,Morris,Morris 3,1.00,71.00
Robin Feldman,34019,Home2 Suites by Hilton,377 RT 17 S,Hasbrouck Heights,Bergen,Bergen,1.00,71.00
Allison Scott,3007,Kitchen & Beer Bar,1093 Ringwood Ave,Haskell,Passaic,Passaic-FF,1.00,71.00
Nick Melissari,28013,Penelope's Pizzeria & Sports Bar,25 Schuyler Ave,North Arlington,Bergen,Bergen,1.00,71.00
Paul Mclaughlin,61002,Haworth Golf Club(A),5 Lake Shore Dr,Haworth,Bergen,Bergen,1.00,71.00
Paul Mclaughlin,57011,Casual Habana Cafe (P),200 Main St,New Milford,Bergen,Bergen,1.00,70.00
Nick Melissari,94005,Cenzino's (P),589 Ramapo Valley Rd,Oakland,Bergen,Bergen,1.00,70.00
Robin Feldman,12025,Vila Verde (P) Rest.,120 Terhune Dr,Wayne,Passaic,Passaic,1.00,70.00
Paul Mclaughlin,74010,Osteria Crescendo,36 Jefferson Ave,Westwood,Bergen,Bergen,1.00,70.00
Nick Melissari,31007,Nizi Japanese,340 Paterson Ave,East Rutherford,Bergen,Bergen,1.00,70.00
Robin Feldman,191301,Lake Hopatcong Yacht Club,75 N Bertrand Rd,Mt Arlington,Morris,Morris 1,1.00,70.00
Robin Feldman,191202,Casa Bianca (P),5266 Berkshire Valley Rd,Oak Ridge,Morris,Morris 1,1.00,70.00
Robin Feldman,94011,Elks Post 2167,33 Ramapo Valley Rd,Oakland,Bergen,Bergen,1.00,69.00
Robin Feldman,2010,Skyline Lakes Prop Owners,103 Skyline Lakes Dr,Ringwood,Passaic,Passaic-FF,1.00,68.17
Chris Payton,76012,Excelsior (Z),190 Rte 46,Saddle Brook,Bergen,Bergen,1.00,68.00
Paul Mclaughlin,76009,The Plank Pizza And Bar,383 Market St,Saddle Brook,Bergen,Bergen,1.00,68.00
Anthony Palmisano,230925,Springs Bistro Biosphere,3 Wild Turkey Way,Hamburg,Sussex,Sussex,1.00,68.00
Robin Feldman,191403,Davy's Dogs,14 Howard Blvd,Mt Arlington,Morris,Morris 1,1.00,68.00
Robin Feldman,190717,Luzzi's (Z),439 Green Pond Rd,Rockaway,Morris,Morris 1,1.00,68.00
Office Tell Sell,52038,Grissini's Restaurant,484 Sylvan Ave,Englewood Cliff,Bergen,Bergen,1.00,67.00
Dave Ehlers,52013,Lulu Lounge,63 Nathaniel Pl,Englewood,Bergen,Bergen,1.00,67.00
Brian Sengebush,190724,PF Changs,375 mountain ave rockaway mall,Rockaway,Morris,Morris 1,1.00,66.00
Nick Melissari,32026,Gianna's (Z),843 Washington Ave,Carlstadt,Bergen,Bergen,1.00,66.00
Nick Melissari,49060,Franco's Metro Rest (P),1475 Bergen Blvd,Fort Lee,Bergen,Bergen,1.00,65.00
Paul Mclaughlin,52003,Cassies (A),18 S Dean St,Englewood,Bergen,Bergen,1.00,65.00
Robin Feldman,28033,Homewood Suites By Hilton,125 Rt.17 South,East Rutherford,Bergen,Bergen,1.00,65.00
Robin Feldman,15049,Francesco's In The Park,568 Mc Bride Ave,Woodland Park,Passaic,Passaic,1.00,64.00
Robin Feldman,58003,River Edge Diner & Rest.,516 Kinderkamack Road,River Edge,Bergen,Bergen,1.00,64.00
Office Tell Sell,76008,Saddle Brook (A) Diner,30 Market St,Saddle Brook,Bergen,Bergen,1.00,63.00
Robin Feldman,190210,Matta Donna (Z),304 Myrtle Ave,Boonton,Morris,Morris 1,1.00,63.00
Robin Feldman,42001,Garden Shabu,1 Valley Road,Little Ferry,Bergen,Bergen,1.00,63.00
Allison Scott,12018,KRIOS Prime,344 French Hill Road,Wayne,Passaic,Passaic,1.00,63.00
Office Tell Sell,76007,Matsuya,490 Market St,Saddle Brook,Bergen,Bergen,1.00,63.00
Chris Payton,80053,Paramus Courtyard,320 Rte 17 No,Paramus,Bergen,Bergen,1.00,62.00
Robin Feldman,190301,American Lgn Lake Hiawath,91 N Beverwyck Rd,Lake Hiawatha,Morris,Morris 1,1.00,61.00
Nick Melissari,85003,Arturo's Restaurnt,41 Central Ave,Midland Park,Bergen,Bergen,1.00,60.00
Dan Lagala,49074,Dong Bang Grill,1616 Palisade Ave,Fort Lee,Bergen,Bergen,1.00,60.00
Robin Feldman,230305,Casa Bellisma (A),269 Newton Sparta Rd,Andover,Sussex,Sussex,1.00,60.00
Robin Feldman,34014,Hasbrouck Heights Elks,128 Baldwin Ave,Hasbrouck Heights,Bergen,Bergen,1.00,60.00
Brian Sengebush,191609,Ron's Landmark,85 Main St,Netcong,Morris,Morris 1,1.00,60.00
Robin Feldman,190608,Cedar Lake Club,134 Cedar Lake E,Denville,Morris,Morris 1,1.00,59.00
Brian Sengebush,190803,Germania Park,56 Conger St.,Dover,Morris,Morris 1,1.00,59.00
Matt Powierski,37075,Deja Vu (Z),50 River Drive,Garfield,Bergen,Bergen,1.00,58.00
Allison Scott,14016,JINYA Ramen Bar,465 Rt 46 West,Totowa,Passaic,Passaic,1.00,58.00
Robin Feldman,230433,Stillwater Area Vol Fire,929 Stillwater Rd,Stillwater,Sussex,Sussex,1.00,58.00
Robin Feldman,84021,Upper Ridgewood Tennis(A),915 Glenview Road,Ridgewood,Bergen,Bergen,1.00,58.00
Anthony Palmisano,1007,The Greenwood Tavern,1934 Greenwood Lake Tpke,Hewitt,Passaic,Passaic-FF,1.00,57.67
Pablo Lopez,25086,Con Sabor A Peru (A),109 Lakeview Ave,Clifton,Passaic,Passaic,1.00,57.00
Anthony Palmisano,1014,Chido Mexican Kitchen,665 Warwick Turnpike,Hewitt,Passaic,Passaic,1.00,57.00
Brian Sengebush,191500,Lake Hopatcong Cruises,37 Nolans Point Park Rd,Lake Hopatcong,Morris,Morris 1,1.00,56.00
Dan Lagala,49050,Bada Story (Z),799 Abbott Blvd,Fort Lee,Bergen,Bergen,1.00,56.00
Nick Melissari,79010,Ruth's Chris Steakhouse (Maywood),83 W. Spring Valley Ave,Maywood,Bergen,Bergen,1.00,56.00
Robin Feldman,50028,Amarone (P),63 Cedar Lane,Teaneck,Bergen,Bergen,1.00,56.00
Chris Payton,78011,Nanni's (A),53 W Passaic St,Rochelle Park,Bergen,Bergen,1.00,55.00
Nick Melissari,30032,Panebianco Cucina Italiana,88 Park Ave,Rutherford,Bergen,Bergen,1.00,55.00
Nick Melissari,30012,Elks Post 547 (A),48 Ames Avenue,Rutherford,Bergen,Bergen,1.00,54.00
Pablo Lopez,22025,Dulce Patria,913 Main St,Paterson,Passaic,Passaic,1.00,54.00
Paul Mclaughlin,54005,The 130 Club,130 County Rd,Tenafly,Bergen,Bergen,1.00,54.00
Anthony Palmisano,1004,The Vreeland Store,1383 Macopin Road,West Milford,Passaic,Passaic-FF,1.00,54.00
Brian Sengebush,230406,Bearbrook Valley,23 Players Blvd,Fredon Township,Sussex,Sussex,1.00,53.00
Robin Feldman,81023,K Of C W Bergen,16-16 Maple Ave,Fair Lawn,Bergen,Bergen,1.00,52.00
Paul Mclaughlin,65003,Verana,530 Livingston St,Norwood,Bergen,Bergen,1.00,52.00
Nick Melissari,49013,Cuba 57,2139 Hudson Terrace,Fort Lee,Bergen,Bergen,1.00,51.00
Robin Feldman,73004,Osso Buco,343 Broadway,Hillsdale,Bergen,Bergen,1.00,51.00
Robin Feldman,80033,Elks Post 2001 Paramus,200 Rt 17,Paramus,Bergen,Bergen,1.00,50.00
Mike Ast,84006,Roots Ridgewood (A),17 Chestnut St,Ridgewood,Bergen,Bergen,1.00,50.00
Robin Feldman,15077,E & V (A) Restaurant,320 Chamberlain Ave,Paterson,Passaic,Passaic,1.00,50.00
Office Tell Sell,49025,Flemings Stkhse (P),90 Promanade Ave,Edgewater,Bergen,Bergen,1.00,49.00
Dan Lagala,49029,Obaltan,799 Abbott Blvd,Fort Lee,Bergen,Bergen,1.00,49.00
Dan Lagala,53002,Mr Bbq,150 Sylvan Way,Englewood Cliff,Bergen,Bergen,1.00,48.00
Dan Lagala,49069,Pho 32,1645 Lemoine Ave,Fort Lee,Bergen,Bergen,1.00,47.00
Dan Lagala,45018,Duri Pocha,441 Broad Ave,Ridgefield,Bergen,Bergen,1.00,47.00
Matt Powierski,37060,Pazza Luna (P),52 Chestnut St,Garfield,Bergen,Bergen,1.00,47.00
Brian Sengebush,191722,Jeffrey A Miller Catering,525 Waterloo Rd,Stanhope,Sussex,Sussex,1.00,47.00
Dan Lagala,49071,Chillers Grill (A),2191 Fletcher Ave,Fort Lee,Bergen,Bergen,1.00,46.00
Allison Scott,12061,Raeya's,37 Berdan Ave,Wayne,Passaic,Passaic,1.00,45.00
Paul Mclaughlin,71007,103 Prime Time,103 Spring Valley Rd,Park Ridge,Bergen,Bergen,1.00,44.00
Robin Feldman,231005,Ogdensburg Fire Dept,30 Main St,Ogdensburg,Sussex,Sussex,1.00,44.00
Paul Mclaughlin,81029,Cosmo Club (Z),33-02 Morlot Avenue,Fair Lawn,Bergen,Bergen,1.00,43.67
Robin Feldman,58008,K Of C River Edge,770 Kindekamack Rd,River Edge,Bergen,Bergen,1.00,43.00
Robin Feldman,70009,Montvale Fire Company,35 W Grand Ave,Montvale,Bergen,Bergen,1.00,43.00
Paul Mclaughlin,52026,Englewood Field Club,341 Engle St,Englewood,Bergen,Bergen,1.00,43.00
Alisa Acciardi,24057,Mighty Quinns Bbq,850 Rte 3 West (Ste 115),Clifton,Passaic,Passaic,1.00,43.00
Dan Lagala,44039,Villa Amalfi,793 Palisade Ave,Cliffside Park,Bergen,Bergen,1.00,43.00
Robin Feldman,71009,American Lgn Park Ridge,118 Ridge Ave,Park Ridge,Bergen,Bergen,1.00,42.00
Robin Feldman,231306,American Lgn 213 Sussex,915 NJ-23,Sussex,Sussex,Sussex,1.00,42.00
Paul Mclaughlin,54012,Axia Taverna,18 Piermont Rd,Tenafly,Bergen,Bergen,1.00,42.00
Robin Feldman,67006,Northvale Diner,247 Livingston St,Northvale,Bergen,Bergen,1.00,42.00
Chris Payton,80010,Suburban Diner,172 Route 17 N,Paramus,Bergen,Bergen,1.00,41.00
Nick Melissari,46007,Kumade,412 Bergen Blvd,Palisades Park,Bergen,Bergen,1.00,40.00
Robin Feldman,34008,The Ivy Inn,268 Terrace Ave,Hasbrouck Heights,Bergen,Bergen,1.00,40.00
Pablo Lopez,22036,Tease (P),168 Getty Avenue,Paterson,Passaic,Passaic,1.00,40.00
Robin Feldman,42007,Vfw 809 (P),100 Main St,Little Ferry,Bergen,Bergen,1.00,39.00
Robin Feldman,37010,Vfw Outwater (Z) Lane,340 Outwater Lane,Garfield,Bergen,Bergen,1.00,39.00
Office Tell Sell,15054,Blue Palace (A),4 North Bridge Street,Paterson,Passaic,Passaic,1.00,39.00
Robin Feldman,51011,American Lgn Teaneck (Z),650 American Legion Dr,Teaneck,Bergen,Bergen,1.00,38.00
Robin Feldman,34006,Bensi (P) (Shoprite Plza),459 Rt 17 S,Hasbrouck Heights,Bergen,Bergen,1.00,38.00
Robin Feldman,25018,Tick-Tock Diner (A),281 Alwood Rd,Clifton,Passaic,Passaic,1.00,37.00
Robin Feldman,190714,Green Pond Yacht Club (Z),7 Dawson Drive,Green Pond,Morris,Morris 1,1.00,37.00
Robin Feldman,23015,Disabled Amvets (P),315 Hazel St,Clifton,Passaic,Passaic,1.00,37.00
Robin Feldman,38043,K Of C Lodi,39 Washington Ave,Lodi,Bergen,Bergen,1.00,36.00
Robin Feldman,230115,Elks Post 2356,6 West Shore Trail,Sparta,Sussex,Sussex,1.00,36.00
Robin Feldman,60017,K Of C Dumont,61 Armour Pl,Dumont,Bergen,Bergen,1.00,35.00
Nick Melissari,31051,Around The Clock Diner,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,35.00
Office Tell Sell,22009,Paterson Fire Dept,226 Walnut Street,Paterson,Passaic,Passaic,1.00,35.00
Brian Sengebush,230111,Rock Island Lake Club,485 Glen Rd,Sparta,Sussex,Sussex,1.00,33.00
Robin Feldman,190908,4 Seasons Restaurant,322 S Main St,Wharton,Morris,Morris 3,1.00,33.00
Robin Feldman,93016,Sangria Taps/Rest(Z),1033 Mac Arthur Blvd(Ctr),Mahwah,Bergen,Bergen,1.00,32.00
Robin Feldman,28025,Arlington Diner (A),1 River Road,North Arlington,Bergen,Bergen,1.00,32.00
Dan Lagala,53005,Cliffs Steakhouse(A),18 Sylvan Ave,Englewood Cliff,Bergen,Bergen,1.00,32.00
Robin Feldman,12066,Residence Inn,30 Nevins Rd,Wayne,Passaic,Passaic,1.00,32.00
Brian Sengebush,230104,Mohawk House (P),3 S Sparta Ave,Sparta,Sussex,Sussex,1.00,31.00
Robin Feldman,1032,Prime 374 - Seafood & Steak,374 Morestown Road,West Milford,Passaic,Passaic-FF,1.00,31.00
Brian Sengebush,190206,Ombra,516 Main St,Boonton,Morris,Morris 1,1.00,30.42
Nick Melissari,80057,On The Border Paramus,71 Rt17 Garden State Pl,Paramus,Bergen,Bergen,1.00,30.00
Robin Feldman,231802,Candy's Pizza,452 Rte 206,Montague,Sussex,Sussex,1.00,30.00
Dan Lagala,49057,Gammeeok,485 Main St,Fort Lee,Bergen,Bergen,1.00,30.00
Robin Feldman,19025,Riverside Veteran,123 Royal Avenue,Hawthorne,Passaic,Passaic,1.00,30.00
Nick Melissari,49015,PYEONGANDONG,89 Main St,Fort Lee,Bergen,Bergen,1.00,30.00
Nick Melissari,49040,Healing Karaoke,2011 Lemoine Ave #303,Fort Lee,Bergen,Bergen,1.00,30.00
Dan Lagala,49041,WOOGA,1296 Palisade Ave,Fort Lee,Bergen,Bergen,1.00,30.00
Paul Mclaughlin,67001,Olar Noso,493 Tappan Rd,Northvale,Bergen,Bergen,1.00,30.00
Nick Melissari,29028,Angelo's Restaurant,263 Ridge Road,Lyndhurst,Bergen,Bergen,1.00,30.00
Office Tell Sell,49003,Roberto's Restaurant (P),936 River Rd,Edgewater,Bergen,Bergen,1.00,29.00
Nick Melissari,31029,Annabella's House Of Mozz,900 Paterson Plank Rd,East Rutherford,Bergen,Bergen,1.00,29.00
Allison Scott,25011,Kashan Indian Kitchen & Ber,50 Market St,Clifton,Passaic,Passaic,1.00,29.00
Robin Feldman,54017,Tenafly Classic Diner,16 W Railroad Ave,Tenafly,Bergen,Bergen,1.00,28.00
Dan Lagala,49053,Soho (Z),2027 Lemoine Ave,Fort Lee,Bergen,Bergen,1.00,28.00
Dan Lagala,49012,365 BBQ,176 Main St,Fort Lee,Bergen,Bergen,1.00,28.00
Office Tell Sell,43014,Patsy's Bistro,344 Jersey Ave,Fairview,Bergen,Bergen,1.00,27.00
Anthony Palmisano,230906,BBQ Chicken Franklin,76 NJ-23,Franklin,Sussex,Sussex,1.00,27.00
Office Tell Sell,53006,Cafe Italiano (Z),14 Sylvan Ave,Englewood Cliff,Bergen,Bergen,1.00,27.00
Robin Feldman,81032,Hyatt Place Fair Lawn (A),41-01 Broadway,Fair Lawn,Bergen,Bergen,1.00,27.00
Brian Sengebush,190503,The Station,99 Midvale Rd.,Mountain Lakes,Morris,Morris 1,1.00,26.00
Robin Feldman,92016,K Of C Ramsey,48 Mechanic St,Ramsey,Bergen,Bergen,1.00,26.00
Pablo Lopez,27067,Ukranian (Z) Center,240 Hope Ave,Passaic,Passaic,Passaic,1.00,26.00
Nick Melissari,49021,Hyatt Place Fort Lee,2167 Route 4 East,Fort Lee,Bergen,Bergen,1.00,25.00
Dan Lagala,44008,GOGIYA,606 Anderson Ave,Cliffside Park,Bergen,Bergen,1.00,25.00
Dan Lagala,46030,Elks Post 2475 (Z),536 10th St,Palisades Park,Bergen,Bergen,1.00,25.00
Robin Feldman,88009,Matthew Colonial Rest(A),4 Franklin Tpke,Waldwick,Bergen,Bergen,1.00,25.00
Paul Mclaughlin,41022,Coach House Diner/Rest(Z),55 Rt 4 E,Hackensack,Bergen,Bergen,1.00,25.00
Robin Feldman,12024,Park Wayne Diner,721 Hamburg Turnpike,Wayne,Passaic,Passaic,1.00,24.00
Robin Feldman,29047,Elks Post (P),251 Park Ave,Lyndhurst,Bergen,Bergen,1.00,24.00
Robin Feldman,74019,K Of C Westwood,40 Crest St,Westwood,Bergen,Bergen,1.00,24.00
Office Tell Sell,49009,Ft Lee Athletic Club,2029 Lemoine Ave,Fort Lee,Bergen,Bergen,1.00,24.00
Pablo Lopez,15062,Ragtime Gentlemen's Club,821 Mcbride Avenue,Woodland Park,Passaic,Passaic,1.00,23.00
Brian Sengebush,190815,Sam Adam's Pub (NAFIB4-22-A-0036),Bldg 121a,Picatinny,Morris,Morris 1,1.00,23.00
Robin Feldman,12046,Packanack Lake Comm Asso,52 Lake Drive West,Wayne,Passaic,Passaic,1.00,23.00
Robin Feldman,56018,Vfw 6467 (Z),321 S Washington Ave,Bergenfield,Bergen,Bergen,1.00,23.00
Javier Melo,27119,El Chever (P),228 Washington Pl,Passaic,Passaic,Passaic,1.00,23.00
Nick Melissari,41031,Houstons (A)Hackensack,1 Riverside Square (181),Hackensack,Bergen,Bergen,1.00,22.00
Robin Feldman,65008,American Lgn Norwood,480 Broadway,Norwood,Bergen,Bergen,1.00,22.00
Paul Mclaughlin,41027,Cubby's (P),249 S River St,Hackensack,Bergen,Bergen,1.00,22.00
Robin Feldman,9007,American Lgn Pompton Plains,700 Newark Pompton Turnp,Pompton Plains,Morris,Morris 3,1.00,22.00
Robin Feldman,29018,Pietro's Trattoria,543 Ridge Road,Lyndhurst,Bergen,Bergen,1.00,22.00
Robin Feldman,79011,K Of C Maywood,105 Grove Ave,Maywood,Bergen,Bergen,1.00,21.00
Robin Feldman,191306,Shore Hills Country Club,Vail Rd And Morse Pl,Landing,Morris,Morris 1,1.00,21.00
Robin Feldman,190202,Boonton Elks,125 Cornelia St,Boonton,Morris,Morris 1,1.00,21.00
Robin Feldman,24036,Elks Post (Z) #1569,775 Clifton Ave,Clifton,Passaic,Passaic,1.00,20.00
Dan Lagala,44038,Palisadium Club,700 Palisadium Drive,Cliffside Park,Bergen,Bergen,1.00,20.00
Robin Feldman,52017,Tapas De Espana (P),47 N Dean St,Englewood,Bergen,Bergen,1.00,20.00
Robin Feldman,85005,Vol Fire Co Midland Pk.,45 Witte Dr,Midland Park,Bergen,Bergen,1.00,20.00
Nick Melissari,88006,Andrea's Restaurant,20 E Prospect St,Waldwick,Bergen,Bergen,1.00,20.00
Robin Feldman,67009,American Lgn Northvale,190 Paris Ave,Northvale,Bergen,Bergen,1.00,20.00
Nick Melissari,31061,Tipsy Tie Dye,1 American Dream Way,East Rutherford,Bergen,Bergen,1.00,20.00
Robin Feldman,230429,Chun Bo (P) Restaurant,66 Sparta Ave,Newton,Sussex,Sussex,1.00,20.00
Robin Feldman,29055,Vfw Lyndhurst (P),527 Valley Brook Ave,Lyndhurst,Bergen,Bergen,1.00,20.00
Robin Feldman,46022,Te Min Quan (P) Rest.,270 Broad Ave,Palisades Park,Bergen,Bergen,1.00,19.00
Pablo Lopez,25041,Family Association,282 Parker Ave,Clifton,Passaic,Passaic,1.00,18.00
Robin Feldman,51015,K Of C Teaneck,829 Windsor Rd,Teaneck,Bergen,Bergen,1.00,18.00
Robin Feldman,29043,Am Vets Post 20,323 New York Ave,Lyndhurst,Bergen,Bergen,1.00,17.00
Robin Feldman,41011,Bangkok Garden(P) Thai,261 Main St,Hackensack,Bergen,Bergen,1.00,17.00
Paul Mclaughlin,50035,Nobo,1400 Palisade Ave,Teaneck,Bergen,Bergen,1.00,16.00
Robin Feldman,77034,American Lgn Elmwood Park,1 Legion Pl,Elmwood Park,Bergen,Bergen,1.00,16.00
Robin Feldman,57013,Vfw 4290 New Milford(P),267 Madison Ave,New Milford,Bergen,Bergen,1.00,14.00
Allison Scott,12049,Aramark Educational Services@WPU,300 Pompton Road,Wayne,Passaic,Passaic,1.00,14.00
Paul Mclaughlin,62012,Landmark Closter,130 Vervalen St,Closter,Bergen,Bergen,1.00,13.00
Nick Melissari,28003,Ktb Coffee Shop & Lounge,323 Ridge Rd,North Arlington,Bergen,Bergen,1.00,12.00
Robin Feldman,29052,Polish American Club,730 New Jersey Ave,Lyndhurst,Bergen,Bergen,1.00,12.00
Robin Feldman,191206,Bella Vista,11 Moquis Trail,Oak Ridge,Morris,Morris 1,1.00,12.00
Robin Feldman,190716,Lake Telemark Country Clu,38 Telemark Road,Rockaway,Morris,Morris 1,1.00,11.00
Paul Mclaughlin,52012,CZEN Restaurant,36 N Van Brunt St,Englewood,Bergen,Bergen,1.00,11.00
Paul Mclaughlin,56006,Lula's Latin Cuisine,86 S. Washington Ave,Bergenfield,Bergen,Bergen,1.00,11.00
Robin Feldman,191527,Garden State Yacht Club,33 Point Pleasant Road,Hopatcong,Sussex,Morris 1,1.00,10.00
Brian Sengebush,191612,Black Forest Inn,249 Us-206,Stanhope,Sussex,Sussex,1.00,10.00
Office Tell Sell,21020,Rincon Criollo Restaurant,715 E 18th Street,Paterson,Passaic,Passaic,1.00,10.00
Robin Feldman,12042,Exotic Indian Cuisine,24 Rt 46 East,Wayne,Passaic,Passaic,1.00,10.00
Office Tell Sell,42016,Palermo Cafe (A),389 Liberty St,Little Ferry,Bergen,Bergen,1.00,10.00
Robin Feldman,17015,Haledon Fire Dept(A),522 W Broadway,Haledon,Passaic,Passaic,1.00,10.00
Matt Powierski,37026,"Michele (Z) Rest,",32 Passaic St,Garfield,Bergen,Bergen,1.00,10.00
Robin Feldman,71015,Park Ridge Vol Fire Dept,53 Park Avenue,Park Ridge,Bergen,Bergen,1.00,10.00
Office Tell Sell,49042,Fire Company 3 Ft Lee,557 Main St,Fort Lee,Bergen,Bergen,1.00,10.00
Office Tell Sell,44032,Rustica Bar & Restaurant,565 Gorge Rd,Cliffside Park,Bergen,Bergen,1.00,8.00
Robin Feldman,18005,Giuseppe (P) Rest.,5 Sicomac Road,North Haledon,Passaic,Passaic,1.00,6.00
