Sales Rep Assigned,Customer Num,Customer Name,Premise,Draft Package,Shipping Address,City,County,Distribution Area,Area,Buyer Count   2026,Cases   2026
Brian Sengebush,230432,Vfw 5360 Newton(P),On Premise,2) Draft and Package,85 Mill St,Newton,Sussex,Sussex,Sussex,1,185.00
Robin Feldman,12058,Sports Friends Soccer (A),On Premise,3) Package Only,1 Ryerson Ave,Wayne,Passaic,Passaic,Passaic,1,184.00
Robin Feldman,190605,Hunan Taste (Z),On Premise,3) Package Only,67 Bloomfield Ave,Denville,Morris,Morris 1,Morris 1,1,184.00
Dan Lagala,45015,Tivoli Restaurant,On Premise,3) Package Only,533 Shaler Blvd,Ridgefield,Bergen,Bergen,Bergen,1,183.00
Allison Scott,5003,Applebee's (A)Butler,On Premise,2) Draft and Package,1200 NJ-23,Butler,Morris,Morris 3,Morris 3,1,183.00
Allison Scott,12035,Preakness Hills (A) cc,On Premise,2) Draft and Package,1050 Ratzer Road,Wayne,Passaic,Passaic,Passaic,1,183.00
Nick Melissari,94002,Trovato's Due (Z),On Premise,2) Draft and Package,4 Barbara Lane,Oakland,Bergen,Bergen,Bergen,1,182.00
Chris Payton,80028,El Cid,On Premise,2) Draft and Package,205 Paramus Rd,Paramus,Bergen,Bergen,Bergen,1,182.00
Paul Mclaughlin,74004,P J Finnegan's,On Premise,2) Draft and Package,274 Fairview Ave,Westwood,Bergen,Bergen,Bergen,1,182.00
Paul Mclaughlin,57012,N Milford Ath Club,On Premise,2) Draft and Package,126 Boulevard,New Milford,Bergen,Bergen,Bergen,1,182.00
Nick Melissari,80031,Grand Lux Cafe (A),On Premise,2) Draft and Package,1 Garden State Plaza,Paramus,Bergen,Bergen,Bergen,1,182.00
Dan Lagala,46027,Grand Wine Bar/Karaoke(Z),On Premise,2) Draft and Package,42 Broad Ave,Palisades Park,Bergen,Bergen,Bergen,1,181.00
Nick Melissari,80009,Houlihans (Para)(A),On Premise,2) Draft and Package,65 Rt 4 West,Paramus,Bergen,Bergen,Bergen,1,180.00
Allison Scott,19021,The Front Porch (Z),On Premise,2) Draft and Package,217 Wagaraw Road,Hawthorne,Passaic,Passaic,Passaic,1,180.00
Paul Mclaughlin,81024,Anthony's Coal Fired Pizza (Fair Lawn),On Premise,2) Draft and Package,2101 Promenade Blvd,Fair Lawn,Bergen,Bergen,Bergen,1,180.00
Paul Mclaughlin,71004,Four Leaves,On Premise,2) Draft and Package,146 Kinderkamack Road,Park Ridge,Bergen,Sales,Sales,1,179.17
Brian Sengebush,230306,AG Pizza & Restaurant - Newton,On Premise,2) Draft and Package,131 Newton Sparta Rd,Newton,Sussex,Sussex,Sussex,1,179.00
Robin Feldman,47006,Elks Post 1506,On Premise,2) Draft and Package,30 Spruce St,Ridgefield Park,Bergen,Bergen,Bergen,1,178.00
Nick Melissari,80011,Casa De Montecristo,On Premise,2) Draft and Package,184 Route 17n.,Paramus,Bergen,Bergen,Bergen,1,178.00
Brian Sengebush,191603,Sabor Latino,On Premise,2) Draft and Package,136 Main St,Netcong,Morris,Morris 1,Morris 1,1,178.00
Robin Feldman,18007,The Tides,On Premise,3) Package Only,1245 Belmont Ave,North Haledon,Passaic,Passaic,Passaic,1,177.00
Allison Scott,25009,Spuntino Wine Bar/Italian,On Premise,2) Draft and Package,70 Kingsland Rd,Clifton,Passaic,Passaic,Passaic,1,177.00
Nick Melissari,31052,Mozzarella Bar,On Premise,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,Bergen,1,176.00
Paul Mclaughlin,86006,Seasons Catering (A),On Premise,3) Package Only,644 Pascack Rd,Washington Twsp,Bergen,Bergen,Bergen,1,176.00
Brian Sengebush,230120,Village Saloon (P),On Premise,2) Draft and Package,712 Woodport Rd (Rte 181),Sparta,Sussex,Sussex,Sussex,1,176.00
Robin Feldman,54014,Elks Post 2271 (Z),On Premise,3) Package Only,20 Franklin St,Tenafly,Bergen,Bergen,Bergen,1,176.00
Nick Melissari,37005,Charlies Tav(Z),On Premise,2) Draft and Package,147 Frederick St,Garfield,Bergen,Bergen,Bergen,1,175.00
Brian Sengebush,231714,Mountain House Tav & Gril,On Premise,2) Draft and Package,19 Us-206,Branchville,Sussex,Sussex,Sussex,1,174.00
Dan Lagala,49048,River Palm (A),On Premise,2) Draft and Package,1416 River Rd,Edgewater,Bergen,Bergen,Bergen,1,174.00
Paul Mclaughlin,50018,Debonair Music Hall,On Premise,2) Draft and Package,1409 Queen Ann Road,Teaneck,Bergen,Bergen,Bergen,1,173.00
Nick Melissari,37004,Tres Agaves,On Premise,2) Draft and Package,178 Palisade Ave,Garfield,Bergen,Bergen,Bergen,1,172.00
Nick Melissari,78007,Woodstone Pizza B & G,On Premise,2) Draft and Package,352 W. Passaic Street,Rochelle Park,Bergen,Bergen,Bergen,1,169.00
Chris Payton,76001,Golden Pub (P),On Premise,2) Draft and Package,335 Market St,Saddle Brook,Bergen,Bergen,Bergen,1,169.00
Dan Lagala,43019,Cast Iron Pot (A),On Premise,3) Package Only,356 Bergen Blvd,Fairview,Bergen,Bergen,Bergen,1,168.00
Robin Feldman,31009,Vesta Wood Fired Pizza,On Premise,2) Draft and Package,64 Hoboken Road,East Rutherford,Bergen,Bergen,Bergen,1,168.00
Nick Melissari,92010,Houlihan's Ramsey,On Premise,2) Draft and Package,706 Rt 17 N,Ramsey,Bergen,Bergen,Bergen,1,168.00
Allison Scott,12020,Lakeside Drive Tavern,On Premise,2) Draft and Package,56 Lake Drive West,Wayne,Passaic,Passaic,Passaic,1,167.00
Robin Feldman,9001,Pompton Queen (P),On Premise,3) Package Only,710 NJ-23,Pompton Plains,Morris,Morris 3,Morris 3,1,165.33
Brian Sengebush,230426,The Newton Theatre,On Premise,3) Package Only,234 Spring Street,Newton,Sussex,Sussex,Sussex,1,165.00
Nick Melissari,49047,LaNoma Italian Steakhouse,On Premise,2) Draft and Package,2010 Hudson St,Fort Lee,Bergen,Sales,Sales,1,164.00
Nick Melissari,80063,Eddie V's,On Premise,3) Package Only,1 Garden State Plaza,Paramus,Bergen,Sales,Sales,1,164.00
Chris Payton,47003,Mk Valencia Rest & Lg(P),On Premise,3) Package Only,228 Main Street,Ridgefield Park,Bergen,Bergen,Bergen,1,164.00
Allison Scott,12015,Izumi Hibachi Steak House,On Premise,3) Package Only,517 NJ-23,Wayne,Passaic,Passaic,Passaic,1,163.00
Nick Melissari,78016,Outback Stk Hse Roch Pk,On Premise,2) Draft and Package,194 Rt 17 N,Rochelle Park,Bergen,Bergen,Bergen,1,163.00
Allison Scott,12043,Outback Stkhse(P)Wayne,On Premise,2) Draft and Package,189 Berdan Avenue,Wayne,Passaic,Passaic,Passaic,1,163.00
Nick Melissari,36014,Viva Margarita Wallington,On Premise,2) Draft and Package,413 Paterson Ave,Wallington,Bergen,Bergen,Bergen,1,161.00
Brian Sengebush,191523,Rustic Texmex & Sports Bar,On Premise,2) Draft and Package,47 maxim Drive,Hopatcong,Sussex,Sales,Sales,1,160.00
Dan Lagala,46006,Rock 21,On Premise,3) Package Only,400 Bergen Blvd,Palisades Park,Bergen,Bergen,Bergen,1,160.00
Dan Lagala,46014,Soosang Hand Pocha,On Premise,2) Draft and Package,239 Broad Ave,Palisades Park,Bergen,Bergen,Bergen,1,160.00
Paul Mclaughlin,71005,Park Steakhouse,On Premise,2) Draft and Package,151 Kinderkamack Rd,Park Ridge,Bergen,Bergen,Bergen,1,158.33
Robin Feldman,66002,Kiku (Z) Restaurant,On Premise,3) Package Only,385 Rte 9w,Alpine,Bergen,Bergen,Bergen,1,158.00
Allison Scott,5002,100 Proof Bar & Bites,On Premise,2) Draft and Package,227 Main Street,Butler,Morris,Morris 3,Morris 3,1,158.00
Brian Sengebush,230113,Industry,On Premise,2) Draft and Package,6 North Village Blvd,Sparta,Sussex,Sales,Sales,1,158.00
Robin Feldman,23012,Moose Lodge (Z),On Premise,2) Draft and Package,1268 Main Ave,Clifton,Passaic,Passaic,Passaic,1,157.17
Allison Scott,7005,Chili's (Riverdale),On Premise,2) Draft and Package,58 NJ-23,Riverdale,Morris,Morris 3,Morris 3,1,157.00
Allison Scott,24006,The Grand Saloon,On Premise,3) Package Only,940 Van Houten Ave,Clifton,Passaic,Passaic,Passaic,1,157.00
Brian Sengebush,190615,The Second Half On Main,On Premise,2) Draft and Package,5 E Main St Ste 15,Denville,Morris,Morris 1,Morris 1,1,157.00
Nick Melissari,96001,Wyckoff Tavern Kitchen and Bar,On Premise,2) Draft and Package,315 Franklin Ave,Wyckoff,Bergen,Sales,Sales,1,156.00
Brian Sengebush,191104,Chapala Grill - Lake Hopatcong,On Premise,2) Draft and Package,161 NJ-181,Lake Hopatcong,Morris,Morris 1,Morris 1,1,155.00
Robin Feldman,32020,Il Villaggio Rest,On Premise,3) Package Only,651 Rt 17 N,Carlstadt,Bergen,Bergen,Bergen,1,155.00
Allison Scott,15048,D'carbon Restaurant,On Premise,3) Package Only,491 Mcbride Ave,West Paterson,Passaic,Passaic,Passaic,1,154.00
Allison Scott,14004,Sushi Lounge,On Premise,2) Draft and Package,235 Us-46,Totowa,Passaic,Passaic,Passaic,1,154.00
Robin Feldman,11004,Arca,On Premise,2) Draft and Package,211 Main St,Lincoln Park,Morris,Morris 3,Morris 3,1,153.00
Robin Feldman,34000,Holiday Inn (Hasbrook Height),On Premise,2) Draft and Package,283 Route 17 South,Hasbrouck Heights,Bergen,Bergen,Bergen,1,152.00
Robin Feldman,79009,American Lgn (Z) (Maywood),On Premise,2) Draft and Package,135 E Passaic,Maywood,Bergen,Bergen,Bergen,1,152.00
Robin Feldman,49067,Taverna Veranda,On Premise,3) Package Only,725 River Road #49,Edgewater,Bergen,Sales,Sales,1,151.00
Robin Feldman,19014,Macaluso's (P),On Premise,2) Draft and Package,55 4th Ave,Hawthorne,Passaic,Passaic,Passaic,1,151.00
Robin Feldman,25043,Ooka Sushi Hibachi,On Premise,3) Package Only,166 Main Ave,Clifton,Passaic,Sales,Sales,1,150.00
Allison Scott,12008,North Jersey C C,On Premise,2) Draft and Package,594 Hamburg Turnpike,Wayne,Passaic,Passaic,Passaic,1,150.00
Allison Scott,13005,Sear,On Premise,3) Package Only,1 Route 23 South,Little Falls,Passaic,Passaic,Passaic,1,149.00
Robin Feldman,8013,Vfw 2906 Pompt. Lks.(Z),On Premise,2) Draft and Package,260 Wanaque Avenue,Pompton Lakes,Passaic,Passaic,Passaic,1,149.00
Brian Sengebush,191001,Stone Water,On Premise,2) Draft and Package,125 New Jersey 181,Lake Hopatcong,Morris,Morris 1,Morris 1,1,147.00
Robin Feldman,230303,Crossed Keys Inn,On Premise,2) Draft and Package,136 Main St.,Andover,Sussex,Sussex,Sussex,1,147.00
Robin Feldman,2005,Arta Trattoria (P),On Premise,2) Draft and Package,1131 Greenwood Lake Turnp,Ringwood,Passaic,Passaic-FF,Passaic-FF,1,146.00
Nick Melissari,40024,Maggiano's Little(A)Italy,On Premise,2) Draft and Package,70 Riverside Square Mall,Hackensack,Bergen,Bergen,Bergen,1,146.00
Dan Lagala,44031,Viva La Margarita Cliffside Park,On Premise,2) Draft and Package,790 Anderson Ave,Cliffside Park,Bergen,Bergen,Bergen,1,146.00
Robin Feldman,2009,Frungillo Caterers,On Premise,3) Package Only,7 Morris Road,Ringwood,Passaic,Passaic-FF,Passaic-FF,1,145.00
Nick Melissari,80013,Bonefish Grill (A) (Paramus),On Premise,2) Draft and Package,601 From Road,Paramus,Bergen,Bergen,Bergen,1,145.00
Robin Feldman,29054,San Carlo Restaurant,On Premise,3) Package Only,620 Stuyvesant Ave,Lyndhurst,Bergen,Bergen,Bergen,1,145.00
Nick Melissari,41025,Morton's The Stkhse Hacke,On Premise,3) Package Only,274 Riverside Square Mall,Hackensack,Bergen,Bergen,Bergen,1,144.00
Allison Scott,12031,Double Ai Asian Bistro,On Premise,2) Draft and Package,107 Terhune Dr,Wayne,Passaic,Sales,Sales,1,143.00
Brian Sengebush,191502,Alice's (Z),On Premise,2) Draft and Package,24 Nolan Point Park Rd,Lake Hopatcong,Morris,Morris 1,Morris 1,1,143.00
Robin Feldman,4011,Bloomingdale Fire Dept,On Premise,3) Package Only,97 Hamburg Tpke,Bloomingdale,Passaic,Passaic,Passaic,1,143.00
Dan Lagala,49090,Homewood Suites Edgewater,On Premise,3) Package Only,10 The Promenade,Edgewater,Bergen,Bergen,Bergen,1,142.00
Nick Melissari,31062,Dream Live Performing Arts Center,On Premise,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,Bergen,1,142.00
Dan Lagala,49024,Ventana's Restaurant,On Premise,2) Draft and Package,200 Park Ave,Fort Lee,Bergen,Bergen,Bergen,1,142.00
Nick Melissari,31006,The Roosevelt,On Premise,2) Draft and Package,356 Paterson Ave,East Rutherford,Bergen,Bergen,Bergen,1,141.00
Anthony Palmisano,230909,Coyote Cocina Mexicana,On Premise,2) Draft and Package,116 Rt 23,Franklin,Sussex,Sales,Sales,1,141.00
Allison Scott,12065,"Buffalo Wild Wings - Wayne, NJ",On Premise,2) Draft and Package,1400 Willowbrook Mall,Wayne,Passaic,Passaic,Passaic,1,141.00
Robin Feldman,12019,In The Crease (P),On Premise,2) Draft and Package,10 Nevins Road,Wayne,Passaic,Passaic,Passaic,1,140.00
Robin Feldman,5009,K Of C Pequannock Valley,On Premise,3) Package Only,65 Hamburg Turnpike,Butler,Morris,Morris 3,Morris 3,1,139.00
Brian Sengebush,231606,The Lafayette House,On Premise,2) Draft and Package,75 NJ-15,Lafayette,Sussex,Sussex,Sussex,1,137.00
Nick Melissari,31059,Apres Cafe,On Premise,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,Bergen,1,137.00
Paul Mclaughlin,60004,La Taberna Steak House,On Premise,2) Draft and Package,31 W Madison Ave,Dumont,Bergen,Bergen,Bergen,1,136.00
Nick Melissari,80042,Olive Garden Paramus,On Premise,2) Draft and Package,1620 Bergen Town Center,Paramus,Bergen,Bergen,Bergen,1,136.00
Dan Lagala,46017,Mariachi (Roku) (Z),On Premise,2) Draft and Package,15 Grand Ave,Palisades Park,Bergen,Bergen,Bergen,1,135.00
Paul Mclaughlin,52018,Aumm Aumm @The Brownstone,On Premise,2) Draft and Package,73 Brownstone Way,Englewood,Bergen,Bergen,Bergen,1,135.00
Nick Melissari,80003,The Capital Grille (A),On Premise,3) Package Only,1 Garden State Plaza,Paramus,Bergen,Bergen,Bergen,1,135.00
Robin Feldman,55008,American Lgn (Z) (Cresskill),On Premise,2) Draft and Package,75 Legion Dr,Cresskill,Bergen,Bergen,Bergen,1,135.00
Brian Sengebush,191818,Holiday Inn,On Premise,3) Package Only,1000 International Dr,Budd Lake,Morris,Morris 1,Morris 1,1,134.00
Nick Melissari,31045,Dream Bar,On Premise,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,Bergen,1,133.00
Matt Powierski,77011,Asu Mare Peru Restobar,On Premise,2) Draft and Package,430 Market St,Elmwood Park,Bergen,Bergen,Bergen,1,133.00
Matt Powierski,37050,Royal Manor,On Premise,3) Package Only,454 Midland Ave,Garfield,Bergen,Bergen,Bergen,1,133.00
Paul Mclaughlin,67010,Biddy O'malleys Pub (A),On Premise,2) Draft and Package,191 Paris Ave,Northvale,Bergen,Bergen,Bergen,1,132.00
Robin Feldman,66001,Montammy Golf Club (P),On Premise,2) Draft and Package,Route 9 W,Alpine,Bergen,Bergen,Bergen,1,132.00
Jim Heaney,30030,Sonoma Bistro,On Premise,2) Draft and Package,59 Park Ave,Rutherford,Bergen,Bergen,Bergen,1,131.00
Robin Feldman,5016,Vfw Butler,On Premise,3) Package Only,69 Carey Avenue,Butler,Morris,Morris 3,Morris 3,1,130.08
Robin Feldman,10002,American Lgn Pequannock 450,On Premise,2) Draft and Package,11 Oak Ave,Pequannock,Morris,Morris 3,Morris 3,1,130.00
Paul Mclaughlin,69012,449 Prime @ Edgewood Country Club,On Premise,2) Draft and Package,449 Rivervale Rd,Rivervale,Bergen,Bergen,Bergen,1,129.50
Robin Feldman,29033,Courtyard Marriott(A),On Premise,3) Package Only,1 Polito Avenue,Lyndhurst,Bergen,Bergen,Bergen,1,129.00
Paul Mclaughlin,70013,Flemings Prime Steakhouse and Wine Bar,On Premise,2) Draft and Package,210 Market St,Montvale,Bergen,Bergen,Bergen,1,129.00
Robin Feldman,40040,St Paul Lodge#7,On Premise,3) Package Only,184 Berdan Place,Hackensack,Bergen,Bergen,Bergen,1,127.00
Office Tell Sell,78018,Columbian Club (Z),On Premise,2) Draft and Package,235 Rochelle Ave,Rochelle Park,Bergen,Bergen,Bergen,1,127.00
Dan Lagala,49072,JJ Dak,On Premise,3) Package Only,144 Main St,Fort Lee,Bergen,Bergen,Bergen,1,127.00
Allison Scott,12048,Anthonys CF Pizza (Wayne),On Premise,2) Draft and Package,1600 NJ-23,Wayne,Passaic,Passaic,Passaic,1,126.00
Paul Mclaughlin,59006,The Oak House,On Premise,2) Draft and Package,2 Kinderkamack Rd,Oradell,Bergen,Bergen,Bergen,1,126.00
Dan Lagala,49061,Double Tree Hotel Ft Lee,On Premise,2) Draft and Package,2117 Route 4 E,Fort Lee,Bergen,Bergen,Bergen,1,126.00
Nick Melissari,89001,Savini Rest (A),On Premise,3) Package Only,168 W Cresent Ave,Allendale,Bergen,Bergen,Bergen,1,126.00
Paul Mclaughlin,40026,Brooklyn's (A),On Premise,3) Package Only,161 Hackensack Ave,Hackensack,Bergen,Bergen,Bergen,1,125.00
Nick Melissari,41017,Rosa Mexicano (A),On Premise,3) Package Only,390 Hackensack Ave # 60,Hackensack,Bergen,Bergen,Bergen,1,125.00
Nick Melissari,28027,Roma Rest. (P),On Premise,2) Draft and Package,33 Crystal St,North Arlington,Bergen,Bergen,Bergen,1,125.00
Robin Feldman,43035,S & A Society (Z),On Premise,3) Package Only,270 Walker St,Fairview,Bergen,Bergen,Bergen,1,124.33
Robin Feldman,52032,Ideal Lodge 470 (P),On Premise,3) Package Only,17 Bennett Rd,Englewood,Bergen,Bergen,Bergen,1,123.00
Brian Sengebush,191305,Chapala Mexican Grill 4,On Premise,2) Draft and Package,25 Lakeside Blvd,Hopatcong,Sussex,Sales,Sales,1,123.00
Brian Sengebush,231713,Flatbrook Tap House (P),On Premise,2) Draft and Package,180 Us-206,Branchville,Sussex,Sussex,Sussex,1,121.00
Paul Mclaughlin,70012,Fire & Oak (A),On Premise,2) Draft and Package,100 Chestnut Ridge Rd,Montvale,Bergen,Bergen,Bergen,1,120.00
Nick Melissari,94010,Portobello Banquets,On Premise,2) Draft and Package,155 Ramapo Valley Rd,Oakland,Bergen,Bergen,Bergen,1,120.00
Robin Feldman,190708,American Lgn Rockaway,On Premise,2) Draft and Package,210 Chestnut Terr,Rockaway,Morris,Morris 1,Morris 1,1,120.00
Nick Melissari,31053,Little Sheep Restaurant/Bar,On Premise,2) Draft and Package,1 American Dream Way,East Rutherford,Bergen,Bergen,Bergen,1,119.00
Nick Melissari,88008,American Lgn (P) (Waldwick),On Premise,2) Draft and Package,46 Franklin Tpke,Waldwick,Bergen,Bergen,Bergen,1,119.00
Robin Feldman,17017,Veterans Club (Z),On Premise,3) Package Only,417 Roe Street,Haledon,Passaic,Passaic,Passaic,1,119.00
Javier Melo,36026,Agave Cocina Mexicana,On Premise,2) Draft and Package,32 Locust Ave,Wallington,Bergen,Bergen,Bergen,1,119.00
Robin Feldman,230404,American Lgn #86 Newton,On Premise,2) Draft and Package,20 Yates Ave,Newton,Sussex,Sussex,Sussex,1,116.00
Nick Melissari,28016,Inka Flames,On Premise,3) Package Only,11-35 River Rd,North Arlington,Bergen,Bergen,Bergen,1,116.00
Paul Mclaughlin,51005,Zina's Steakhouse & Grill,On Premise,3) Package Only,827 Teaneck Rd,Teaneck,Bergen,Bergen,Bergen,1,116.00
Anthony Palmisano,4003,Cinco De Mayo (Z),On Premise,3) Package Only,125 Hamburg Turnpike,Bloomingdale,Passaic,Passaic,Passaic,1,115.90
Brian Sengebush,230424,Moose Lodge 432,On Premise,2) Draft and Package,214 Co Rd 622,Fredon Township,Sussex,Sussex,Sussex,1,114.00
Robin Feldman,231314,Elks Lodge 2288,On Premise,3) Package Only,152 Compton Rd,Sussex,Sussex,Sussex,Sussex,1,114.00
Brian Sengebush,230307,Newton Country Club,On Premise,2) Draft and Package,25 Club Rd,Newton,Sussex,Sussex,Sussex,1,113.00
Allison Scott,13013,Amer Lgn L Falls (Z),On Premise,3) Package Only,55 Van Ness Ave,Little Falls,Passaic,Passaic,Passaic,1,113.00
Nick Melissari,29030,City Lounge (P),On Premise,2) Draft and Package,455 Valley Brook Ave,Lyndhurst,Bergen,Bergen,Bergen,1,113.00
Paul Mclaughlin,55009,Samdan Mediterranean Restaurant And Bar,On Premise,2) Draft and Package,178 Piermont Rd,Cresskill,Bergen,Sales,Sales,1,113.00
Robin Feldman,191815,Eastern Asian Bistro/Bar,On Premise,2) Draft and Package,3 Mt Olive Rd,Budd Lake,Morris,Morris 1,Morris 1,1,113.00
Pablo Lopez,24030,El Mexicano Rest (P),On Premise,3) Package Only,1293 Main Ave,Clifton,Passaic,Passaic,Passaic,1,112.00
Robin Feldman,14013,Elks Post 2111 (A),On Premise,2) Draft and Package,1 Fellner Place,Totowa,Passaic,Passaic,Passaic,1,112.00
Paul Mclaughlin,59001,ORA,On Premise,2) Draft and Package,304 Kinderkamack Rd,Oradell,Bergen,Sales,Sales,1,111.67
Brian Sengebush,231711,Riviera Maya,On Premise,2) Draft and Package,340 Us-206,Branchville,Sussex,Sussex,Sussex,1,111.00
Allison Scott,12056,PF Changs China Bistro (Wayne),On Premise,2) Draft and Package,1900 Willowbrook Blvd,Wayne,Passaic,Passaic,Passaic,1,110.00
Robin Feldman,17019,La Neves (P),On Premise,2) Draft and Package,276 Belmont Ave,Haledon,Passaic,Passaic,Passaic,1,109.00
Robin Feldman,60016,Elks Post (Z) Dumont,On Premise,2) Draft and Package,15 American Legion Place,Dumont,Bergen,Bergen,Bergen,1,107.00
Paul Mclaughlin,52009,CAJUN SEAFOOD AND BAR,On Premise,2) Draft and Package,45 NATHANIEL PLACE,Englewood,Bergen,Sales,Sales,1,106.00
Nick Melissari,80008,Fogo de Chao (Paramus),On Premise,2) Draft and Package,Garden St Plaza,Paramus,Bergen,Sales,Sales,1,106.00
Robin Feldman,11012,American Lg 279 Lincoln Park,On Premise,3) Package Only,133 Main Street,Lincoln Park,Morris,Morris 3,Morris 3,1,105.00
Allison Scott,5004,Outback,On Premise,2) Draft and Package,1538 NJ-23,Butler,Morris,Morris 3,Morris 3,1,105.00
Robin Feldman,230807,North Shore House,On Premise,2) Draft and Package,912 Swartswood Rd,Swartswood,Sussex,Sussex,Sussex,1,105.00
Nick Melissari,80012,California Pizza Paramus,On Premise,2) Draft and Package,1160 Garden State Plaza,Paramus,Bergen,Bergen,Bergen,1,103.00
Paul Mclaughlin,68006,Old Tappan Manor (P),On Premise,3) Package Only,137 Orangeburg Rd,Old Tappan,Bergen,Bergen,Bergen,1,102.00
Nick Melissari,34017,Ktb Coffee Shop,On Premise,2) Draft and Package,183 Boulevard,Hasbrouck Heights,Bergen,Bergen,Bergen,1,101.00
Office Tell Sell,36035,Hillside (A) S A C,On Premise,3) Package Only,26 1st St,Wallington,Bergen,Bergen,Bergen,1,100.00
Robin Feldman,40035,Chit Chat Diner,On Premise,3) Package Only,515 Essex St,Hackensack,Bergen,Bergen,Bergen,1,100.00
Dan Lagala,49083,Courtyard By Marriott Edgewater,On Premise,3) Package Only,3 Pembroke Rd,Edgewater,Bergen,Bergen,Bergen,1,100.00
Robin Feldman,30002,American Lgn 109 (P) Rutherford,On Premise,3) Package Only,424 Carmita Ave,Rutherford,Bergen,Bergen,Bergen,1,99.00
Mike Ast,18002,Cinco De Mayo,On Premise,3) Package Only,371 High Mt Road,North Haledon,Passaic,Passaic,Passaic,1,99.00
Office Tell Sell,38035,The Elan (P),On Premise,3) Package Only,111 Rt 46 W,Lodi,Bergen,Bergen,Bergen,1,98.00
Brian Sengebush,231806,Walpack Inn,On Premise,3) Package Only,Rt 615,Walpack,Sussex,Sussex,Sussex,1,98.00
Nick Melissari,96007,The Original Barn,On Premise,2) Draft and Package,359 Sicomac Ave,Wyckoff,Bergen,Bergen,Bergen,1,97.00
Chris Payton,38034,La Nota Restaurant Bar,On Premise,2) Draft and Package,2 Mercer St. #2,Lodi,Bergen,Sales,Sales,1,97.00
Brian Sengebush,190921,White Owl Tavern,On Premise,2) Draft and Package,17 Fern Ave,Wharton,Morris,Morris 1,Morris 1,1,97.00
Nick Melissari,49064,Bareburger (Edgewater),On Premise,2) Draft and Package,78 The Promenade,Edgewater,Bergen,Bergen,Bergen,1,97.00
Nick Melissari,93008,Nonna's Pizza,On Premise,2) Draft and Package,11 Franklin Tpke,Mahwah,Bergen,Bergen,Bergen,1,97.00
Paul Mclaughlin,54001,Tenafly Pizza (Z),On Premise,3) Package Only,38 W Railroad Ave,Tenafly,Bergen,Bergen,Bergen,1,96.17
Robin Feldman,6003,Cypress,On Premise,2) Draft and Package,174 Kinnelon Road,Kinnelon,Morris,Morris 3,Morris 3,1,95.00
Brian Sengebush,190104,Black Rabbit Saloon LLC,On Premise,2) Draft and Package,8 Main Rd,Montville,Morris,Morris 1,Morris 1,1,95.00
Robin Feldman,12068,Courtyard by Marriott Wayne Fairfield,On Premise,2) Draft and Package,263 US-46,Wayne,Passaic,Passaic,Passaic,1,95.00
Brian Sengebush,191802,E & D Liquors (P),On Premise,2) Draft and Package,382 Us-46 # 3,Budd Lake,Morris,Morris 1,Morris 1,1,95.00
Office Tell Sell,33009,In Thyme,On Premise,2) Draft and Package,55 Moonachie Ave,Moonachie,Bergen,Bergen,Bergen,1,95.00
Paul Mclaughlin,74021,Bar Mutz,On Premise,2) Draft and Package,90 Center Ave,Westwood,Bergen,Bergen,Bergen,1,94.00
Brian Sengebush,190910,NORTE 175,On Premise,2) Draft and Package,175 N Main St,Wharton,Morris,Morris 1,Morris 1,1,94.00
Brian Sengebush,230702,Hyde-Away Rest & Tap Room,On Premise,2) Draft and Package,901 Co Rd 521,Newton,Sussex,Sussex,Sussex,1,94.00
Pablo Lopez,25071,Jaimito's Crtside(Z),On Premise,3) Package Only,66 Center St,Clifton,Passaic,Passaic,Passaic,1,94.00
Robin Feldman,12067,Hilton Garden Inn wayne,On Premise,2) Draft and Package,15 Nevins Rd,Wayne,Passaic,Passaic,Passaic,1,93.00
Javier Melo,27053,Rumba Bar,On Premise,3) Package Only,234 Monroe St.,Passaic,Passaic,Passaic,Passaic,1,93.00
Robin Feldman,190710,Hilton Garden Inn Rockaway,On Premise,2) Draft and Package,375 Mt Hope Ave,Rockaway,Morris,Morris 1,Morris 1,1,92.00
Matt Powierski,37001,Good Fella's (Z) Rest.,On Premise,3) Package Only,661 Midland Ave,Garfield,Bergen,Bergen,Bergen,1,92.00
Paul Mclaughlin,72002,Bareburger (Woodcliff Lake),On Premise,2) Draft and Package,453 Chestnut Ridge Rd 23c,Woodcliff Lake,Bergen,Bergen,Bergen,1,91.00
Nick Melissari,40025,Pf Changs China Bis(A) (Hackensack),On Premise,2) Draft and Package,50 Riverside Square Mall,Hackensack,Bergen,Bergen,Bergen,1,91.00
Robin Feldman,190613,Rock Ridge Community,On Premise,3) Package Only,55 Entrance Way,Denville,Morris,Morris 1,Morris 1,1,90.00
Derrick Laws,20075,Griselda Rest.(A),On Premise,3) Package Only,81 Market Street,Paterson,Passaic,Passaic,Passaic,1,90.00
Nick Melissari,31042,Residence Inn East Rutherford,On Premise,3) Package Only,10 Murray Hill Pkway,East Rutherford,Bergen,Bergen,Bergen,1,89.00
Robin Feldman,93001,Stateline Diner (P),On Premise,2) Draft and Package,375 Rt 17 N,Mahwah,Bergen,Bergen,Bergen,1,89.00
